OBJECTID;Codigo Municipio;Nombre Municipio;Nombre Departamento;Valor Riesgo CC;Riesgo CC;Vulnerabilidad Vs Amenaza;Area Ha;Simbologia;st_area(shape);st_length(shape)
1;5154;CAUCASIA;ANTIOQUIA;0.167918;Bajo;7;136744.713545;Bajo2;0.112088;2.605355
2;5172;CHIGORODÓ;ANTIOQUIA;0.214906;Medio;14;72276.463863;Medio4;0.059112;1.562285
3;5190;CISNEROS;ANTIOQUIA;0.239445;Medio;15;4646.016586;Medio5;0.003797;0.368072
4;5197;COCORNÁ;ANTIOQUIA;0.214695;Medio;14;22418.710923;Medio4;0.018305;0.986678
5;5266;ENVIGADO;ANTIOQUIA;0.232118;Medio;15;4694.303400;Medio5;0.003833;0.264343
6;5206;CONCEPCIÓN;ANTIOQUIA;0.156791;Muy bajo;5;17878.070836;Muy bajo5;0.014607;0.655448
7;5209;CONCORDIA;ANTIOQUIA;0.204276;Medio;13;24006.058415;Medio3;0.019589;0.713854
8;5212;COPACABANA;ANTIOQUIA;0.224281;Medio;15;6861.362073;Medio5;0.005604;0.440444
9;5234;DABEIBA;ANTIOQUIA;0.175750;Bajo;9;202209.663660;Bajo4;0.165223;2.423826
10;5237;DON MATÍAS;ANTIOQUIA;0.189073;Medio;11;20193.383787;Medio1;0.016500;0.926072
11;5658;SAN JOSÉ DE LA MONTAÑA;ANTIOQUIA;0.165193;Bajo;7;12591.241283;Bajo2;0.010292;0.474996
12;5240;EBÉJICO;ANTIOQUIA;0.174640;Bajo;9;23814.242749;Bajo4;0.019445;0.734568
13;5250;EL BAGRE;ANTIOQUIA;0.164468;Bajo;6;155415.861769;Bajo1;0.127368;2.286381
14;5264;ENTRERRIOS;ANTIOQUIA;0.180046;Bajo;10;21631.619708;Bajo5;0.017676;0.779950
15;5690;SANTO DOMINGO;ANTIOQUIA;0.186396;Medio;11;26482.784536;Medio1;0.021642;1.041844
16;5282;FREDONIA;ANTIOQUIA;0.206384;Medio;13;24990.048599;Medio3;0.020391;0.834418
17;5284;FRONTINO;ANTIOQUIA;0.196103;Medio;12;134906.473081;Medio2;0.110159;2.084026
18;5306;GIRALDO;ANTIOQUIA;0.161800;Bajo;6;12569.406238;Bajo1;0.010268;0.552259
19;5036;ANGELÓPOLIS;ANTIOQUIA;0.197467;Medio;12;8171.224178;Medio2;0.006670;0.421099
20;5038;ANGOSTURA;ANTIOQUIA;0.153414;Muy bajo;5;33331.824099;Muy bajo5;0.027256;0.937111
21;5001;MEDELLÍN;ANTIOQUIA;0.214702;Medio;14;37289.755203;Medio4;0.030450;0.918682
22;5002;ABEJORRAL;ANTIOQUIA;0.176424;Bajo;10;51059.394846;Bajo5;0.041666;1.101427
23;5004;ABRIAQUÍ;ANTIOQUIA;0.177053;Bajo;10;29284.881503;Bajo5;0.023918;0.789946
24;5040;ANORÍ;ANTIOQUIA;0.147910;Muy bajo;3;141153.768614;Muy bajo3;0.115523;1.852066
25;5042;SANTA FE DE ANTIOQUIA;ANTIOQUIA;0.203298;Medio;13;49765.442394;Medio3;0.040646;1.075337
26;8137;CAMPO DE LA CRUZ;ATLÁNTICO;0.255316;Alto;17;9944.988906;Alto2;0.008209;0.639124
27;5021;ALEJANDRÍA;ANTIOQUIA;0.186186;Medio;11;13258.468234;Medio1;0.010833;0.721681
28;5030;AMAGÁ;ANTIOQUIA;0.203155;Medio;13;8287.012589;Medio3;0.006763;0.418358
29;5031;AMALFI;ANTIOQUIA;0.165642;Bajo;7;120822.654660;Bajo2;0.098846;1.868040
30;5034;ANDES;ANTIOQUIA;0.178236;Bajo;10;40870.288288;Bajo5;0.033325;1.061342
31;5129;CALDAS;ANTIOQUIA;0.186772;Medio;11;13350.071546;Medio1;0.010897;0.504289
32;5044;ANZÁ;ANTIOQUIA;0.186486;Medio;11;25728.064311;Medio1;0.021004;0.711574
33;5045;APARTADÓ;ANTIOQUIA;0.164441;Bajo;6;53576.532331;Bajo1;0.043849;1.274194
34;5051;ARBOLETES;ANTIOQUIA;0.114292;Muy bajo;1;76763.526959;Muy bajo1;0.062952;1.621885
35;5055;ARGELIA;ANTIOQUIA;0.181186;Medio;11;24586.736749;Medio1;0.020065;1.032672
36;5059;ARMENIA;ANTIOQUIA;0.226732;Medio;15;11063.961545;Medio5;0.009031;0.492232
37;5321;GUATAPÉ;ANTIOQUIA;0.196460;Medio;12;8450.755897;Medio2;0.006903;0.476064
38;5079;BARBOSA;ANTIOQUIA;0.209124;Medio;14;20613.390577;Medio4;0.016842;0.717361
39;5086;BELMIRA;ANTIOQUIA;0.165482;Bajo;7;29809.236494;Bajo2;0.024359;1.129228
40;5088;BELLO;ANTIOQUIA;0.167204;Bajo;7;14812.716231;Bajo2;0.012098;0.578583
41;5353;HISPANIA;ANTIOQUIA;0.209621;Medio;14;5597.931331;Medio4;0.004566;0.323960
42;5091;BETANIA;ANTIOQUIA;0.167788;Bajo;7;17177.148505;Bajo2;0.014008;0.647272
43;5093;BETULIA;ANTIOQUIA;0.159074;Muy bajo;5;27690.465970;Muy bajo5;0.022600;0.801433
44;5101;CIUDAD BOLÍVAR;ANTIOQUIA;0.172454;Bajo;8;25981.311492;Bajo3;0.021191;0.702755
45;5107;BRICEÑO;ANTIOQUIA;0.180276;Medio;11;37903.347855;Medio1;0.031005;0.985032
46;5113;BURITICÁ;ANTIOQUIA;0.149239;Muy bajo;3;36072.843084;Muy bajo3;0.029478;0.957153
47;5120;CÁCERES;ANTIOQUIA;0.128844;Muy bajo;2;191911.545274;Muy bajo2;0.157219;2.590095
48;5125;CAICEDO;ANTIOQUIA;0.184969;Medio;11;19413.533199;Medio1;0.015851;0.635952
49;5134;CAMPAMENTO;ANTIOQUIA;0.160775;Bajo;6;20198.005314;Bajo1;0.016523;0.847191
50;5360;ITAGÜÍ;ANTIOQUIA;0.252953;Alto;17;2063.292354;Alto2;0.001685;0.211809
51;5138;CAÑASGORDAS;ANTIOQUIA;0.160509;Bajo;6;36113.077927;Bajo1;0.029508;1.026375
52;5142;CARACOLÍ;ANTIOQUIA;0.198842;Medio;13;26358.469143;Medio3;0.021539;0.979539
53;5145;CARAMANTA;ANTIOQUIA;0.261893;Alto;17;9052.181736;Alto2;0.007382;0.477323
54;5147;CAREPA;ANTIOQUIA;0.192290;Medio;12;38593.912080;Medio2;0.031575;1.282008
55;5148;CARMEN DE VIBORAL;ANTIOQUIA;0.163286;Bajo;6;43952.659631;Bajo1;0.035882;1.317109
56;5150;CAROLINA;ANTIOQUIA;0.162437;Bajo;6;17932.965455;Bajo1;0.014661;0.641058
57;5308;GIRARDOTA;ANTIOQUIA;0.190670;Medio;12;8216.154299;Medio2;0.006712;0.367462
58;5310;GÓMEZ PLATA;ANTIOQUIA;0.204850;Medio;13;33059.959829;Medio3;0.027028;0.879444
59;5313;GRANADA;ANTIOQUIA;0.165239;Bajo;7;18954.735361;Bajo2;0.015480;0.736031
60;5315;GUADALUPE;ANTIOQUIA;0.160548;Bajo;6;12059.908485;Bajo1;0.009863;0.497734
61;5380;LA ESTRELLA;ANTIOQUIA;0.188789;Medio;11;3465.808874;Medio1;0.002829;0.268806
62;5318;GUARNE;ANTIOQUIA;0.170984;Bajo;8;16451.831394;Bajo3;0.013436;0.646681
63;5347;HELICONIA;ANTIOQUIA;0.185945;Medio;11;11509.861154;Medio1;0.009397;0.508764
64;5361;ITUANGO;ANTIOQUIA;0.188380;Medio;11;226975.619046;Medio1;0.185649;2.653625
65;15380;LA CAPILLA;BOYACÁ;0.243731;Alto;16;5776.698074;Alto1;0.004711;0.284451
66;5364;JARDÍN;ANTIOQUIA;0.205829;Medio;13;20032.637167;Medio3;0.016335;0.713686
67;13760;SOPLAVIENTO;BOLÍVAR;0.220990;Medio;14;9275.849010;Medio4;0.007654;0.499879
68;5368;JERICÓ;ANTIOQUIA;0.202081;Medio;13;20353.296343;Medio3;0.016603;0.698690
69;5390;LA PINTADA;ANTIOQUIA;0.324996;Alto;19;5441.801468;Alto4;0.004440;0.436405
70;5376;LA CEJA;ANTIOQUIA;0.198283;Medio;12;13514.282004;Medio2;0.011032;0.645082
71;5400;LA UNIÓN;ANTIOQUIA;0.189033;Medio;11;17233.321152;Medio1;0.014067;0.690919
72;5411;LIBORINA;ANTIOQUIA;0.161998;Bajo;6;21634.683447;Bajo1;0.017679;0.659084
73;5425;MACEO;ANTIOQUIA;0.217597;Medio;14;38672.963528;Medio4;0.031614;1.283822
74;5440;MARINILLA;ANTIOQUIA;0.232110;Medio;15;11529.757242;Medio5;0.009416;0.569611
75;70221;COVEÑAS;SUCRE;0.131414;Muy bajo;2;5186.092225;Muy bajo2;0.004266;0.400652
76;5467;MONTEBELLO;ANTIOQUIA;0.224767;Medio;15;7536.901899;Medio5;0.006151;0.418492
77;5475;MURINDÓ;ANTIOQUIA;0.209105;Medio;14;124532.339829;Medio4;0.101660;1.780934
78;5480;MUTATÁ;ANTIOQUIA;0.204751;Medio;13;119935.966190;Medio3;0.098048;1.750044
79;5483;NARIÑO;ANTIOQUIA;0.161788;Bajo;6;31494.032292;Bajo1;0.025695;0.975316
80;5490;NECOCLÍ;ANTIOQUIA;0.246701;Alto;16;126821.332829;Alto1;0.103932;2.162774
81;5495;NECHÍ;ANTIOQUIA;0.239558;Medio;15;94325.886753;Medio5;0.077351;2.030927
82;70230;CHALÁN;SUCRE;0.158255;Muy bajo;5;8424.185137;Muy bajo5;0.006935;0.508803
83;5501;OLAYA;ANTIOQUIA;0.173130;Bajo;9;8532.312068;Bajo4;0.006971;0.450166
84;5576;PUEBLORRICO;ANTIOQUIA;0.192028;Medio;12;7542.349529;Medio2;0.006152;0.524927
85;5579;PUERTO BERRÍO;ANTIOQUIA;0.282279;Alto;18;121991.332468;Alto3;0.099721;1.858915
86;5541;PEÑOL;ANTIOQUIA;0.211427;Medio;14;14212.826618;Medio4;0.011609;0.630415
87;5543;PEQUE;ANTIOQUIA;0.174783;Bajo;9;43616.780835;Bajo4;0.035662;1.100608
88;5585;PUERTO NARE;ANTIOQUIA;0.271712;Alto;18;57688.243221;Alto3;0.047124;1.303760
89;5591;PUERTO TRIUNFO;ANTIOQUIA;0.250657;Alto;17;37168.829153;Alto2;0.030354;0.972006
90;5604;REMEDIOS;ANTIOQUIA;0.183101;Medio;11;199471.890430;Medio1;0.163222;2.886632
91;73124;CAJAMARCA;TOLIMA;0.175004;Bajo;9;50920.439527;Bajo4;0.041462;1.024441
92;5607;RETIRO;ANTIOQUIA;0.251273;Alto;17;26603.035138;Alto2;0.021718;0.717648
93;5615;RIONEGRO;ANTIOQUIA;0.305788;Alto;19;19814.982945;Alto4;0.016180;0.745518
94;5628;SABANALARGA;ANTIOQUIA;0.204425;Medio;13;26351.337984;Medio3;0.021541;0.824064
95;5631;SABANETA;ANTIOQUIA;0.305827;Alto;19;1539.172012;Alto4;0.001257;0.151676
96;5649;SAN CARLOS;ANTIOQUIA;0.224261;Medio;15;71934.063064;Medio5;0.058761;1.366235
97;5652;SAN FRANCISCO;ANTIOQUIA;0.181184;Medio;11;35758.942619;Medio1;0.029193;1.144525
98;5642;SALGAR;ANTIOQUIA;0.203567;Medio;13;29139.658883;Medio3;0.023773;0.835613
99;5647;SAN ANDRÉS;ANTIOQUIA;0.205618;Medio;13;21923.158617;Medio3;0.017924;0.831101
100;5656;SAN JERÓNIMO;ANTIOQUIA;0.253468;Alto;17;16485.023915;Alto2;0.013465;0.568308
101;5659;SAN JUAN DE URABÁ;ANTIOQUIA;0.263021;Alto;17;25235.181645;Alto2;0.020697;0.790946
102;5660;SAN LUIS;ANTIOQUIA;0.163280;Bajo;6;51487.141632;Bajo1;0.042045;1.167370
103;5664;SAN PEDRO;ANTIOQUIA;0.247896;Alto;16;21970.854038;Alto1;0.017948;0.780997
104;5665;SAN PEDRO DE URABÁ;ANTIOQUIA;0.174283;Bajo;9;59234.876613;Bajo4;0.048554;1.488666
105;5667;SAN RAFAEL;ANTIOQUIA;0.178396;Bajo;10;36034.568691;Bajo5;0.029441;1.017516
106;5670;SAN ROQUE;ANTIOQUIA;0.202870;Medio;13;42610.809739;Medio3;0.034824;1.165859
107;5674;SAN VICENTE;ANTIOQUIA;0.194690;Medio;12;21792.751144;Medio2;0.017801;0.704197
108;5679;SANTA BÁRBARA;ANTIOQUIA;0.210253;Medio;14;20982.364296;Medio4;0.017122;0.831691
109;5686;SANTA ROSA DE OSOS;ANTIOQUIA;0.230270;Medio;15;84847.810577;Medio5;0.069350;1.810511
110;5697;SANTUARIO;ANTIOQUIA;0.231599;Medio;15;7721.181770;Medio5;0.006305;0.476626
111;5736;SEGOVIA;ANTIOQUIA;0.228445;Medio;15;111870.813661;Medio5;0.091594;1.858492
112;5756;SONSÓN;ANTIOQUIA;0.261174;Alto;17;134588.736191;Alto2;0.109846;3.160684
113;5761;SOPETRÁN;ANTIOQUIA;0.171846;Bajo;8;21533.925490;Bajo3;0.017590;0.783826
114;5789;TÁMESIS;ANTIOQUIA;0.236898;Medio;15;25469.915245;Medio5;0.020774;0.751618
115;5790;TARAZÁ;ANTIOQUIA;0.188159;Medio;11;171785.376190;Medio1;0.140645;2.782170
116;5809;TITIRIBÍ;ANTIOQUIA;0.199695;Medio;13;14125.720421;Medio3;0.011528;0.481805
117;8685;SANTO TOMÁS;ATLÁNTICO;0.297011;Alto;19;6592.120365;Alto4;0.005448;0.416365
118;5819;TOLEDO;ANTIOQUIA;0.263955;Alto;17;12164.378835;Alto2;0.009947;0.475002
119;5837;TURBO;ANTIOQUIA;0.169477;Bajo;8;294499.709138;Bajo3;0.241028;6.237821
120;5842;URAMITA;ANTIOQUIA;0.211807;Medio;14;26695.427347;Medio4;0.021814;0.877495
121;5847;URRAO;ANTIOQUIA;0.166513;Bajo;7;255547.118250;Bajo2;0.208549;2.780371
122;5854;VALDIVIA;ANTIOQUIA;0.196829;Medio;12;56684.683383;Medio2;0.046389;1.438022
123;8758;SOLEDAD;ATLÁNTICO;0.284663;Alto;18;5922.174669;Alto3;0.004897;0.395126
124;5856;VALPARAISO;ANTIOQUIA;0.247644;Alto;16;12646.711371;Alto1;0.010316;0.564162
125;5858;VEGACHÍ;ANTIOQUIA;0.168500;Bajo;7;52615.896494;Bajo2;0.043037;1.539642
126;5792;TARSO;ANTIOQUIA;0.227208;Medio;15;11978.164512;Medio5;0.009772;0.448003
127;5873;VIGIA DEL FUERTE;ANTIOQUIA;0.191469;Medio;12;166352.034064;Medio2;0.135703;2.925589
128;5885;YALÍ;ANTIOQUIA;0.175843;Bajo;9;44365.750827;Bajo4;0.036280;1.327506
129;5861;VENECIA;ANTIOQUIA;0.219758;Medio;14;14096.733377;Medio4;0.011503;0.563980
130;5887;YARUMAL;ANTIOQUIA;0.187334;Medio;11;72618.806145;Medio1;0.059392;1.705173
131;5890;YOLOMBÓ;ANTIOQUIA;0.192298;Medio;12;101619.191595;Medio2;0.083082;2.678431
132;5893;YONDÓ (Casabe);ANTIOQUIA;0.211725;Medio;14;189594.609520;Medio4;0.155125;2.340524
133;5895;ZARAGOZA;ANTIOQUIA;0.249007;Alto;16;117614.625607;Alto1;0.096333;2.369023
134;8770;SUAN;ATLÁNTICO;0.293386;Alto;18;4230.636623;Alto3;0.003491;0.291293
135;8001;BARRANQUILLA;ATLÁNTICO;0.387646;Alto;20;15514.660016;Alto5;0.012831;0.796273
136;8078;BARANOA;ATLÁNTICO;0.227135;Medio;15;12115.436612;Medio5;0.010013;0.674035
137;8141;CANDELARIA;ATLÁNTICO;0.201211;Medio;13;13588.022906;Medio3;0.011220;0.546898
138;8296;GALAPA;ATLÁNTICO;0.351192;Alto;20;9791.662897;Alto5;0.008095;0.414724
139;8372;JUAN DE ACOSTA;ATLÁNTICO;0.257254;Alto;17;16804.248439;Alto2;0.013888;0.733570
140;8421;LURUACO;ATLÁNTICO;0.306463;Alto;19;23563.590879;Alto4;0.019462;0.771498
141;8606;REPELÓN;ATLÁNTICO;0.210138;Medio;14;35172.211253;Medio4;0.029039;0.791282
142;8634;SABANAGRANDE;ATLÁNTICO;0.357289;Alto;20;4239.113234;Alto5;0.003504;0.282374
143;15401;LA VICTORIA;BOYACÁ;0.161421;Bajo;6;2857.833189;Bajo1;0.002332;0.279034
144;8638;SABANALARGA;ATLÁNTICO;0.115634;Muy bajo;1;39690.782585;Muy bajo1;0.032785;0.923787
145;8675;SANTA LUCÍA;ATLÁNTICO;0.288926;Alto;18;5762.324959;Alto3;0.004756;0.418653
146;15403;LA UVITA;BOYACÁ;0.152609;Muy bajo;4;16154.086389;Muy bajo4;0.013191;0.621702
147;13780;TALAIGUA NUEVO;BOLÍVAR;0.172571;Bajo;9;24821.822054;Bajo4;0.020426;0.917819
148;13810;TIQUISIO (Puerto Rico);BOLÍVAR;0.141441;Muy bajo;2;76206.611758;Muy bajo2;0.062578;1.574502
149;13836;TURBACO;BOLÍVAR;0.244907;Alto;16;20254.641946;Alto1;0.016712;0.661674
150;15442;MARIPÍ;BOYACÁ;0.142813;Muy bajo;3;15981.742226;Muy bajo3;0.013044;0.674949
151;15455;MIRAFLORES;BOYACÁ;0.139875;Muy bajo;2;25588.385002;Muy bajo2;0.020865;0.711811
152;15464;MONGUA;BOYACÁ;0.150165;Muy bajo;4;36006.248934;Muy bajo4;0.029377;0.922814
153;13838;TURBANA;BOLÍVAR;0.204716;Medio;13;19004.935677;Medio3;0.015673;1.002123
154;13873;VILLANUEVA;BOLÍVAR;0.257162;Alto;17;14255.075588;Alto2;0.011766;0.679675
155;13894;ZAMBRANO;BOLÍVAR;0.252321;Alto;17;31086.092227;Alto2;0.025610;0.834457
156;13620;SAN CRISTOBAL;BOLÍVAR;0.222964;Medio;15;4190.767135;Medio5;0.003459;0.295020
157;15001;TUNJA;BOYACÁ;0.169049;Bajo;8;11981.241483;Bajo3;0.009776;0.555205
158;8433;MALAMBO;ATLÁNTICO;0.362347;Alto;20;9896.391027;Alto5;0.008181;0.481010
159;15022;ALMEIDA;BOYACÁ;0.144052;Muy bajo;3;5728.677533;Muy bajo3;0.004670;0.332156
160;15047;AQUITANIA;BOYACÁ;0.131204;Muy bajo;2;85308.618987;Muy bajo2;0.069580;1.611560
161;8436;MANATÍ;ATLÁNTICO;0.227148;Medio;15;21373.938571;Medio5;0.017645;0.701783
162;15051;ARCABUCO;BOYACÁ;0.170233;Bajo;8;13743.016892;Bajo3;0.011218;0.716617
163;15466;MONGUÍ;BOYACÁ;0.151959;Muy bajo;4;6898.873252;Muy bajo4;0.005629;0.353190
164;15087;BELÉN;BOYACÁ;0.145989;Muy bajo;3;16310.830224;Muy bajo3;0.013317;0.610895
165;15090;BERBEO;BOYACÁ;0.168008;Bajo;7;5972.623004;Bajo2;0.004871;0.443250
166;15092;BETÉITIVA;BOYACÁ;0.134706;Muy bajo;2;10181.033241;Muy bajo2;0.008311;0.477269
167;15097;BOAVITA;BOYACÁ;0.172366;Bajo;8;14298.927046;Bajo3;0.011679;0.641094
168;8832;TUBARÁ;ATLÁNTICO;0.356958;Alto;20;18267.931119;Alto5;0.015103;0.687711
169;11001;BOGOTÁ, D.C.;CUNDINAMARCA;0.670492;Muy alto;24;161655.886911;Muy alto4;0.131695;3.587792
170;13001;CARTAGENA DE INDIAS;BOLÍVAR;0.255287;Alto;17;56734.783895;Alto2;0.046824;3.013767
171;13006;ACHÍ;BOLÍVAR;0.242542;Alto;16;95239.892520;Alto1;0.078231;1.786889
172;13030;ALTOS DEL ROSARIO;BOLÍVAR;0.264351;Alto;17;30447.800008;Alto2;0.025020;0.968836
