"provincia","seccion","archivo","hoja","tipo","filas","columnas"
"Minero Agroecológica","06_Desarrollo_Rural","desarrollo_rural.xlsx","_fig_01","datos de figura",5,4
"Minero Agroecológica","06_Desarrollo_Rural","desarrollo_rural.xlsx","_fig_02","datos de figura",20,3
"Minero Agroecológica","06_Desarrollo_Rural","desarrollo_rural.xlsx","_fig_03","datos de figura",10,4
"Minero Agroecológica","06_Desarrollo_Rural","desarrollo_rural.xlsx","_fig_04","datos de figura",5,6
"Minero Agroecológica","06_Desarrollo_Rural","desarrollo_rural.xlsx","_fig_05","datos de figura",5,5
"Minero Agroecológica","07_Ambiental","ambiental.xlsx","detalle","tabla",3,8
"Minero Agroecológica","07_Ambiental","ambiental.xlsx","irca","tabla",107,11
"Minero Agroecológica","07_Ambiental","ambiental.xlsx","eventos_tipo","tabla",57,6
"Minero Agroecológica","07_Ambiental","ambiental.xlsx","eventos_año","tabla",32,6
"Minero Agroecológica","07_Ambiental","ambiental.xlsx","desastres_selectos","tabla",7,10
"Minero Agroecológica","07_Ambiental","ambiental.xlsx","imrc","tabla",7,6
"Minero Agroecológica","07_Ambiental","ambiental.xlsx","perdida_cobertura","tabla",8,5
"Minero Agroecológica","07_Ambiental","ambiental.xlsx","_fig_01","datos de figura",1,3
"Minero Agroecológica","07_Ambiental","ambiental.xlsx","_fig_02","datos de figura",5,4
"Minero Agroecológica","07_Ambiental","ambiental.xlsx","_fig_03","datos de figura",18,3
"Minero Agroecológica","07_Ambiental","ambiental.xlsx","_fig_04","datos de figura",5,2
"Minero Agroecológica","07_Ambiental","ambiental.xlsx","_fig_05","datos de figura",16,2
"Minero Agroecológica","07_Ambiental","ambiental.xlsx","_fig_06","datos de figura",6,2
"Minero Agroecológica","07_Ambiental","ambiental.xlsx","_fig_07","datos de figura",5,3
"Minero Agroecológica","07_Ambiental","ambiental.xlsx","_mapa07_perdida_cobertura","datos de figura",5,3
"Minero Agroecológica","08_Educacion","educacion.xlsx","educacion","tabla",112,8
"Minero Agroecológica","08_Educacion","educacion.xlsx","_fig_01","datos de figura",5,3
"Minero Agroecológica","08_Educacion","educacion.xlsx","_fig_02","datos de figura",5,3
"Minero Agroecológica","08_Educacion","educacion.xlsx","_fig_03","datos de figura",5,3
"Minero Agroecológica","08_Educacion","educacion.xlsx","_mapa08_cobertura_neta","datos de figura",5,4
"Minero Agroecológica","09_Salud","salud.xlsx","bajo_peso","tabla",8,5
"Minero Agroecológica","09_Salud","salud.xlsx","enfermedades_tropicales","tabla",6,7
"Minero Agroecológica","09_Salud","salud.xlsx","suicidios","tabla",8,6
"Minero Agroecológica","09_Salud","salud.xlsx","aseguramiento_sgsss","tabla",6,10
"Minero Agroecológica","09_Salud","salud.xlsx","mortalidad_infantil","tabla",40,6
"Minero Agroecológica","09_Salud","salud.xlsx","_fig_01","datos de figura",5,4
"Minero Agroecológica","09_Salud","salud.xlsx","_fig_02","datos de figura",5,2
"Minero Agroecológica","09_Salud","salud.xlsx","_fig_03","datos de figura",5,4
"Minero Agroecológica","09_Salud","salud.xlsx","_fig_04","datos de figura",5,3
"Minero Agroecológica","09_Salud","salud.xlsx","_mapa09_mortalidad_infantil","datos de figura",5,4
"Minero Agroecológica","10_Seguridad","seguridad.xlsx","coca","tabla",6,7
"Minero Agroecológica","10_Seguridad","seguridad.xlsx","evoa","tabla",21,9
"Minero Agroecológica","10_Seguridad","seguridad.xlsx","delitos","tabla",8,7
"Minero Agroecológica","10_Seguridad","seguridad.xlsx","total_victimas","tabla",6,9
"Minero Agroecológica","10_Seguridad","seguridad.xlsx","proporcion_hechos","tabla",17,3
"Minero Agroecológica","10_Seguridad","seguridad.xlsx","srtdaf","tabla",8,7
"Minero Agroecológica","10_Seguridad","seguridad.xlsx","tasas","tabla",8,7
"Minero Agroecológica","10_Seguridad","seguridad.xlsx","P1A_barrio","tabla",8,7
"Minero Agroecológica","10_Seguridad","seguridad.xlsx","P2_cambio_barrio","tabla",8,7
"Minero Agroecológica","10_Seguridad","seguridad.xlsx","P4A_municipio","tabla",8,7
"Minero Agroecológica","10_Seguridad","seguridad.xlsx","P6_cambio_municipio","tabla",8,7
"Minero Agroecológica","10_Seguridad","seguridad.xlsx","irv","tabla",5,6
"Minero Agroecológica","10_Seguridad","seguridad.xlsx","desaparecidos","tabla",6,6
"Minero Agroecológica","10_Seguridad","seguridad.xlsx","_fig_01","datos de figura",16,4
"Minero Agroecológica","10_Seguridad","seguridad.xlsx","_fig_02","datos de figura",5,4
"Minero Agroecológica","10_Seguridad","seguridad.xlsx","_fig_03","datos de figura",5,3
"Minero Agroecológica","10_Seguridad","seguridad.xlsx","_fig_04","datos de figura",5,2
"Minero Agroecológica","10_Seguridad","seguridad.xlsx","_fig_05","datos de figura",16,3
"Minero Agroecológica","10_Seguridad","seguridad.xlsx","_mapa10_homicidios","datos de figura",5,3
"Minero Agroecológica","10_Seguridad","seguridad.xlsx","_mapa10_homicidios_dpto","datos de figura",88,3
"Penderisco y Sinifana","01_Generalidades","distribucion_territorial.xlsx","distribucion_territorial","tabla",11,6
"Penderisco y Sinifana","01_Generalidades","distribucion_territorial.xlsx","_fig_01","datos de figura",8,3
"Penderisco y Sinifana","01_Generalidades","distribucion_territorial.xlsx","_mapa00_localizacion","datos de figura",8,4
"Penderisco y Sinifana","01_Generalidades","distribucion_territorial.xlsx","_mapa01_area","datos de figura",8,3
"Penderisco y Sinifana","02_Demografia","demografia.xlsx","poblacion","tabla",11,13
"Penderisco y Sinifana","02_Demografia","demografia.xlsx","estructura_edad","tabla",9,33
"Penderisco y Sinifana","02_Demografia","demografia.xlsx","natalidad_mortalidad","tabla",11,7
"Penderisco y Sinifana","02_Demografia","demografia.xlsx","migracion","tabla",11,7
"Penderisco y Sinifana","02_Demografia","demografia.xlsx","_fig_01","datos de figura",8,3
"Penderisco y Sinifana","02_Demografia","demografia.xlsx","_fig_02","datos de figura",8,5
"Penderisco y Sinifana","02_Demografia","demografia.xlsx","_fig_03","datos de figura",8,3
"Penderisco y Sinifana","02_Demografia","demografia.xlsx","_fig_04","datos de figura",18,3
"Penderisco y Sinifana","02_Demografia","demografia.xlsx","_fig_05","datos de figura",8,2
"Penderisco y Sinifana","02_Demografia","demografia.xlsx","_mapa02_densidad","datos de figura",8,4
"Penderisco y Sinifana","03_Ordenamiento","ordenamiento.xlsx","deficit_vivienda","tabla",11,6
"Penderisco y Sinifana","03_Ordenamiento","ordenamiento.xlsx","servicios_publicos","tabla",11,16
"Penderisco y Sinifana","03_Ordenamiento","ordenamiento.xlsx","vias_area","tabla",9,7
"Penderisco y Sinifana","03_Ordenamiento","ordenamiento.xlsx","vias_habitantes","tabla",9,7
"Penderisco y Sinifana","03_Ordenamiento","ordenamiento.xlsx","catastro","tabla",9,11
"Penderisco y Sinifana","03_Ordenamiento","ordenamiento.xlsx","imca","tabla",11,16
"Penderisco y Sinifana","03_Ordenamiento","ordenamiento.xlsx","gobierno_digital","tabla",11,16
"Penderisco y Sinifana","03_Ordenamiento","ordenamiento.xlsx","tti_edsup","tabla",9,5
"Penderisco y Sinifana","03_Ordenamiento","ordenamiento.xlsx","internet_2025","tabla",9,8
"Penderisco y Sinifana","03_Ordenamiento","ordenamiento.xlsx","uso_suelo_rural","tabla",8,5
"Penderisco y Sinifana","03_Ordenamiento","ordenamiento.xlsx","_fig_01","datos de figura",8,2
"Penderisco y Sinifana","03_Ordenamiento","ordenamiento.xlsx","_fig_02","datos de figura",8,2
"Penderisco y Sinifana","03_Ordenamiento","ordenamiento.xlsx","_fig_03","datos de figura",24,3
"Penderisco y Sinifana","03_Ordenamiento","ordenamiento.xlsx","_fig_04","datos de figura",24,3
"Penderisco y Sinifana","03_Ordenamiento","ordenamiento.xlsx","_fig_05","datos de figura",8,2
"Penderisco y Sinifana","03_Ordenamiento","ordenamiento.xlsx","_fig_06","datos de figura",8,2
"Penderisco y Sinifana","03_Ordenamiento","ordenamiento.xlsx","_fig_07","datos de figura",12,3
"Penderisco y Sinifana","03_Ordenamiento","ordenamiento.xlsx","_fig_08","datos de figura",22,3
"Penderisco y Sinifana","03_Ordenamiento","ordenamiento.xlsx","_fig_09","datos de figura",8,2
"Penderisco y Sinifana","03_Ordenamiento","ordenamiento.xlsx","_fig_10","datos de figura",8,2
"Penderisco y Sinifana","03_Ordenamiento","ordenamiento.xlsx","_fig_11","datos de figura",11,2
"Penderisco y Sinifana","03_Ordenamiento","ordenamiento.xlsx","_fig_12","datos de figura",8,2
"Penderisco y Sinifana","03_Ordenamiento","ordenamiento.xlsx","_fig_13","datos de figura",8,2
"Penderisco y Sinifana","03_Ordenamiento","ordenamiento.xlsx","_fig_14","datos de figura",8,2
"Penderisco y Sinifana","03_Ordenamiento","ordenamiento.xlsx","_mapa03_deficit_vivienda","datos de figura",8,4
"Penderisco y Sinifana","04_Gobernabilidad","gobernabilidad.xlsx","mdm","tabla",72,8
"Penderisco y Sinifana","04_Gobernabilidad","gobernabilidad.xlsx","idf","tabla",8,9
"Penderisco y Sinifana","04_Gobernabilidad","gobernabilidad.xlsx","ley617","tabla",88,9
"Penderisco y Sinifana","04_Gobernabilidad","gobernabilidad.xlsx","icm","tabla",165,12
"Penderisco y Sinifana","04_Gobernabilidad","gobernabilidad.xlsx","_fig_01","datos de figura",8,4
"Penderisco y Sinifana","04_Gobernabilidad","gobernabilidad.xlsx","_fig_02","datos de figura",8,5
"Penderisco y Sinifana","04_Gobernabilidad","gobernabilidad.xlsx","_fig_03","datos de figura",8,5
"Penderisco y Sinifana","04_Gobernabilidad","gobernabilidad.xlsx","_fig_04","datos de figura",8,8
"Penderisco y Sinifana","04_Gobernabilidad","gobernabilidad.xlsx","_fig_05","datos de figura",18,3
"Penderisco y Sinifana","05_Economia","economia.xlsx","extranjeros_municipio","tabla",122,7
"Penderisco y Sinifana","05_Economia","economia.xlsx","comparativo_pap_antioquia","tabla",12,5
"Penderisco y Sinifana","05_Economia","economia.xlsx","ecv_pobreza","tabla",11,10
"Penderisco y Sinifana","05_Economia","economia.xlsx","ecv_ipm","tabla",11,8
"Penderisco y Sinifana","05_Economia","economia.xlsx","ecv_gini","tabla",11,16
"Penderisco y Sinifana","05_Economia","economia.xlsx","ecv_ocupacion_informal","tabla",11,16
"Penderisco y Sinifana","05_Economia","economia.xlsx","ecv_desocupacion_nini","tabla",11,10
"Penderisco y Sinifana","05_Economia","economia.xlsx","turismo_instrumentos","tabla",8,8
"Penderisco y Sinifana","05_Economia","economia.xlsx","dependencia_economica","tabla",11,5
"Penderisco y Sinifana","05_Economia","economia.xlsx","densidad_empresarial","tabla",9,5
"Penderisco y Sinifana","05_Economia","economia.xlsx","valor_agregado","tabla",90,15
"Penderisco y Sinifana","05_Economia","economia.xlsx","va_actividades","tabla",90,17
"Penderisco y Sinifana","05_Economia","economia.xlsx","energia_tecnologia","tabla",5,3
"Penderisco y Sinifana","05_Economia","economia.xlsx","energia_centrales","tabla",3,11
"Penderisco y Sinifana","05_Economia","economia.xlsx","energia_participacion","tabla",3,4
"Penderisco y Sinifana","05_Economia","economia.xlsx","titulos_mineros","tabla",44,3
"Penderisco y Sinifana","05_Economia","economia.xlsx","_fig_01","datos de figura",8,2
"Penderisco y Sinifana","05_Economia","economia.xlsx","_fig_02","datos de figura",8,2
"Penderisco y Sinifana","05_Economia","economia.xlsx","_fig_03","datos de figura",8,3
"Penderisco y Sinifana","05_Economia","economia.xlsx","_fig_04","datos de figura",8,3
"Penderisco y Sinifana","05_Economia","economia.xlsx","_fig_05","datos de figura",8,3
"Penderisco y Sinifana","05_Economia","economia.xlsx","_fig_06","datos de figura",8,2
"Penderisco y Sinifana","05_Economia","economia.xlsx","_fig_07","datos de figura",8,2
"Penderisco y Sinifana","05_Economia","economia.xlsx","_fig_08","datos de figura",8,2
"Penderisco y Sinifana","05_Economia","economia.xlsx","_fig_09","datos de figura",8,5
"Penderisco y Sinifana","05_Economia","economia.xlsx","_fig_10","datos de figura",8,4
"Penderisco y Sinifana","05_Economia","economia.xlsx","_fig_11","datos de figura",8,5
"Penderisco y Sinifana","05_Economia","economia.xlsx","_fig_12","datos de figura",12,2
"Penderisco y Sinifana","05_Economia","economia.xlsx","_fig_13","datos de figura",11,2
"Penderisco y Sinifana","05_Economia","economia.xlsx","_fig_14","datos de figura",35,3
"Penderisco y Sinifana","05_Economia","economia.xlsx","_fig_15","datos de figura",7,4
"Penderisco y Sinifana","05_Economia","economia.xlsx","_mapa05_va_percapita","datos de figura",8,4
"Penderisco y Sinifana","06_Desarrollo_Rural","desarrollo_rural.xlsx","inventario_pecuario","tabla",77,12
"Penderisco y Sinifana","06_Desarrollo_Rural","desarrollo_rural.xlsx","participacion_municipal","tabla",56,7
"Penderisco y Sinifana","06_Desarrollo_Rural","desarrollo_rural.xlsx","composicion_especies","tabla",56,11
"Penderisco y Sinifana","06_Desarrollo_Rural","desarrollo_rural.xlsx","area_km2","tabla",9,5
"Penderisco y Sinifana","06_Desarrollo_Rural","desarrollo_rural.xlsx","principales_cultivos","tabla",56,6
"Penderisco y Sinifana","06_Desarrollo_Rural","desarrollo_rural.xlsx","composicion_agricola","tabla",63,12
"Penderisco y Sinifana","06_Desarrollo_Rural","desarrollo_rural.xlsx","rendimiento","tabla",63,8
"Penderisco y Sinifana","06_Desarrollo_Rural","desarrollo_rural.xlsx","_fig_01","datos de figura",8,4
"Penderisco y Sinifana","06_Desarrollo_Rural","desarrollo_rural.xlsx","_fig_02","datos de figura",32,3
"Penderisco y Sinifana","06_Desarrollo_Rural","desarrollo_rural.xlsx","_fig_03","datos de figura",16,4
"Penderisco y Sinifana","06_Desarrollo_Rural","desarrollo_rural.xlsx","_fig_04","datos de figura",8,6
"Penderisco y Sinifana","06_Desarrollo_Rural","desarrollo_rural.xlsx","_fig_05","datos de figura",8,5
"Penderisco y Sinifana","07_Ambiental","ambiental.xlsx","detalle","tabla",29,8
"Penderisco y Sinifana","07_Ambiental","ambiental.xlsx","irca","tabla",162,11
"Penderisco y Sinifana","07_Ambiental","ambiental.xlsx","eventos_tipo","tabla",86,6
"Penderisco y Sinifana","07_Ambiental","ambiental.xlsx","eventos_año","tabla",50,6
"Penderisco y Sinifana","07_Ambiental","ambiental.xlsx","desastres_selectos","tabla",10,10
"Penderisco y Sinifana","07_Ambiental","ambiental.xlsx","imrc","tabla",10,6
"Penderisco y Sinifana","07_Ambiental","ambiental.xlsx","perdida_cobertura","tabla",11,5
"Penderisco y Sinifana","07_Ambiental","ambiental.xlsx","_fig_01","datos de figura",7,3
"Penderisco y Sinifana","07_Ambiental","ambiental.xlsx","_fig_02","datos de figura",8,4
"Penderisco y Sinifana","07_Ambiental","ambiental.xlsx","_fig_03","datos de figura",18,3
"Penderisco y Sinifana","07_Ambiental","ambiental.xlsx","_fig_04","datos de figura",8,2
"Penderisco y Sinifana","07_Ambiental","ambiental.xlsx","_fig_05","datos de figura",19,2
"Penderisco y Sinifana","07_Ambiental","ambiental.xlsx","_fig_06","datos de figura",6,2
"Penderisco y Sinifana","07_Ambiental","ambiental.xlsx","_fig_07","datos de figura",8,3
"Penderisco y Sinifana","07_Ambiental","ambiental.xlsx","_mapa07_perdida_cobertura","datos de figura",8,3
"Penderisco y Sinifana","08_Educacion","educacion.xlsx","educacion","tabla",154,8
"Penderisco y Sinifana","08_Educacion","educacion.xlsx","_fig_01","datos de figura",8,3
"Penderisco y Sinifana","08_Educacion","educacion.xlsx","_fig_02","datos de figura",8,3
"Penderisco y Sinifana","08_Educacion","educacion.xlsx","_fig_03","datos de figura",8,3
"Penderisco y Sinifana","08_Educacion","educacion.xlsx","_mapa08_cobertura_neta","datos de figura",8,4
"Penderisco y Sinifana","09_Salud","salud.xlsx","bajo_peso","tabla",11,5
"Penderisco y Sinifana","09_Salud","salud.xlsx","enfermedades_tropicales","tabla",9,7
"Penderisco y Sinifana","09_Salud","salud.xlsx","suicidios","tabla",11,6
"Penderisco y Sinifana","09_Salud","salud.xlsx","aseguramiento_sgsss","tabla",9,10
"Penderisco y Sinifana","09_Salud","salud.xlsx","mortalidad_infantil","tabla",55,6
"Penderisco y Sinifana","09_Salud","salud.xlsx","_fig_01","datos de figura",8,4
"Penderisco y Sinifana","09_Salud","salud.xlsx","_fig_02","datos de figura",8,2
"Penderisco y Sinifana","09_Salud","salud.xlsx","_fig_03","datos de figura",8,4
"Penderisco y Sinifana","09_Salud","salud.xlsx","_fig_04","datos de figura",8,3
"Penderisco y Sinifana","09_Salud","salud.xlsx","_mapa09_mortalidad_infantil","datos de figura",8,4
"Penderisco y Sinifana","10_Seguridad","seguridad.xlsx","coca","tabla",1,7
"Penderisco y Sinifana","10_Seguridad","seguridad.xlsx","evoa","tabla",10,9
"Penderisco y Sinifana","10_Seguridad","seguridad.xlsx","delitos","tabla",11,7
"Penderisco y Sinifana","10_Seguridad","seguridad.xlsx","total_victimas","tabla",9,9
"Penderisco y Sinifana","10_Seguridad","seguridad.xlsx","proporcion_hechos","tabla",17,3
"Penderisco y Sinifana","10_Seguridad","seguridad.xlsx","srtdaf","tabla",11,7
"Penderisco y Sinifana","10_Seguridad","seguridad.xlsx","tasas","tabla",11,7
"Penderisco y Sinifana","10_Seguridad","seguridad.xlsx","P1A_barrio","tabla",8,7
"Penderisco y Sinifana","10_Seguridad","seguridad.xlsx","P2_cambio_barrio","tabla",8,7
"Penderisco y Sinifana","10_Seguridad","seguridad.xlsx","P4A_municipio","tabla",8,7
"Penderisco y Sinifana","10_Seguridad","seguridad.xlsx","P6_cambio_municipio","tabla",8,7
"Penderisco y Sinifana","10_Seguridad","seguridad.xlsx","irv","tabla",8,6
"Penderisco y Sinifana","10_Seguridad","seguridad.xlsx","desaparecidos","tabla",9,6
"Penderisco y Sinifana","10_Seguridad","seguridad.xlsx","_fig_01","datos de figura",16,4
"Penderisco y Sinifana","10_Seguridad","seguridad.xlsx","_fig_02","datos de figura",8,4
"Penderisco y Sinifana","10_Seguridad","seguridad.xlsx","_fig_03","datos de figura",8,3
"Penderisco y Sinifana","10_Seguridad","seguridad.xlsx","_fig_04","datos de figura",8,2
"Penderisco y Sinifana","10_Seguridad","seguridad.xlsx","_fig_05","datos de figura",16,3
"Penderisco y Sinifana","10_Seguridad","seguridad.xlsx","_mapa10_homicidios","datos de figura",8,3
"Penderisco y Sinifana","10_Seguridad","seguridad.xlsx","_mapa10_homicidios_dpto","datos de figura",88,3
"Área Metropolitana","01_Generalidades","distribucion_territorial.xlsx","distribucion_territorial","tabla",13,6
"Área Metropolitana","01_Generalidades","distribucion_territorial.xlsx","_fig_01","datos de figura",10,3
"Área Metropolitana","01_Generalidades","distribucion_territorial.xlsx","_mapa00_localizacion","datos de figura",10,4
"Área Metropolitana","01_Generalidades","distribucion_territorial.xlsx","_mapa01_area","datos de figura",10,3
"Área Metropolitana","02_Demografia","demografia.xlsx","poblacion","tabla",13,13
"Área Metropolitana","02_Demografia","demografia.xlsx","estructura_edad","tabla",11,33
"Área Metropolitana","02_Demografia","demografia.xlsx","natalidad_mortalidad","tabla",13,7
"Área Metropolitana","02_Demografia","demografia.xlsx","migracion","tabla",13,7
"Área Metropolitana","02_Demografia","demografia.xlsx","_fig_01","datos de figura",10,3
"Área Metropolitana","02_Demografia","demografia.xlsx","_fig_02","datos de figura",10,5
"Área Metropolitana","02_Demografia","demografia.xlsx","_fig_03","datos de figura",10,3
"Área Metropolitana","02_Demografia","demografia.xlsx","_fig_04","datos de figura",18,3
"Área Metropolitana","02_Demografia","demografia.xlsx","_fig_05","datos de figura",10,2
"Área Metropolitana","02_Demografia","demografia.xlsx","_mapa02_densidad","datos de figura",10,4
"Área Metropolitana","03_Ordenamiento","ordenamiento.xlsx","deficit_vivienda","tabla",13,6
"Área Metropolitana","03_Ordenamiento","ordenamiento.xlsx","servicios_publicos","tabla",13,16
"Área Metropolitana","03_Ordenamiento","ordenamiento.xlsx","vias_area","tabla",11,7
"Área Metropolitana","03_Ordenamiento","ordenamiento.xlsx","vias_habitantes","tabla",11,7
"Área Metropolitana","03_Ordenamiento","ordenamiento.xlsx","catastro","tabla",3,11
"Área Metropolitana","03_Ordenamiento","ordenamiento.xlsx","imca","tabla",12,16
"Área Metropolitana","03_Ordenamiento","ordenamiento.xlsx","gobierno_digital","tabla",12,16
"Área Metropolitana","03_Ordenamiento","ordenamiento.xlsx","tti_edsup","tabla",11,5
"Área Metropolitana","03_Ordenamiento","ordenamiento.xlsx","internet_2025","tabla",11,8
"Área Metropolitana","03_Ordenamiento","ordenamiento.xlsx","uso_suelo_rural","tabla",10,5
"Área Metropolitana","03_Ordenamiento","ordenamiento.xlsx","_fig_01","datos de figura",1,2
"Área Metropolitana","03_Ordenamiento","ordenamiento.xlsx","_fig_02","datos de figura",2,2
"Área Metropolitana","03_Ordenamiento","ordenamiento.xlsx","_fig_03","datos de figura",30,3
"Área Metropolitana","03_Ordenamiento","ordenamiento.xlsx","_fig_04","datos de figura",30,3
"Área Metropolitana","03_Ordenamiento","ordenamiento.xlsx","_fig_05","datos de figura",10,2
"Área Metropolitana","03_Ordenamiento","ordenamiento.xlsx","_fig_06","datos de figura",10,2
"Área Metropolitana","03_Ordenamiento","ordenamiento.xlsx","_fig_07","datos de figura",12,3
"Área Metropolitana","03_Ordenamiento","ordenamiento.xlsx","_fig_08","datos de figura",22,3
"Área Metropolitana","03_Ordenamiento","ordenamiento.xlsx","_fig_09","datos de figura",10,2
"Área Metropolitana","03_Ordenamiento","ordenamiento.xlsx","_fig_10","datos de figura",10,2
"Área Metropolitana","03_Ordenamiento","ordenamiento.xlsx","_fig_11","datos de figura",11,2
"Área Metropolitana","03_Ordenamiento","ordenamiento.xlsx","_fig_12","datos de figura",10,2
"Área Metropolitana","03_Ordenamiento","ordenamiento.xlsx","_fig_13","datos de figura",10,2
"Área Metropolitana","03_Ordenamiento","ordenamiento.xlsx","_fig_14","datos de figura",10,2
"Área Metropolitana","03_Ordenamiento","ordenamiento.xlsx","_mapa03_deficit_vivienda","datos de figura",10,4
"Área Metropolitana","04_Gobernabilidad","gobernabilidad.xlsx","mdm","tabla",90,8
"Área Metropolitana","04_Gobernabilidad","gobernabilidad.xlsx","idf","tabla",10,9
"Área Metropolitana","04_Gobernabilidad","gobernabilidad.xlsx","ley617","tabla",109,9
"Área Metropolitana","04_Gobernabilidad","gobernabilidad.xlsx","icm","tabla",195,12
"Área Metropolitana","04_Gobernabilidad","gobernabilidad.xlsx","_fig_01","datos de figura",10,4
"Área Metropolitana","04_Gobernabilidad","gobernabilidad.xlsx","_fig_02","datos de figura",10,5
"Área Metropolitana","04_Gobernabilidad","gobernabilidad.xlsx","_fig_03","datos de figura",10,5
"Área Metropolitana","04_Gobernabilidad","gobernabilidad.xlsx","_fig_04","datos de figura",10,8
"Área Metropolitana","04_Gobernabilidad","gobernabilidad.xlsx","_fig_05","datos de figura",18,3
"Área Metropolitana","05_Economia","economia.xlsx","extranjeros_municipio","tabla",156,7
"Área Metropolitana","05_Economia","economia.xlsx","comparativo_pap_antioquia","tabla",12,5
"Área Metropolitana","05_Economia","economia.xlsx","ecv_pobreza","tabla",13,10
"Área Metropolitana","05_Economia","economia.xlsx","ecv_ipm","tabla",13,8
"Área Metropolitana","05_Economia","economia.xlsx","ecv_gini","tabla",13,16
"Área Metropolitana","05_Economia","economia.xlsx","ecv_ocupacion_informal","tabla",13,16
"Área Metropolitana","05_Economia","economia.xlsx","ecv_desocupacion_nini","tabla",13,10
"Área Metropolitana","05_Economia","economia.xlsx","turismo_instrumentos","tabla",10,8
"Área Metropolitana","05_Economia","economia.xlsx","dependencia_economica","tabla",13,5
"Área Metropolitana","05_Economia","economia.xlsx","densidad_empresarial","tabla",11,5
"Área Metropolitana","05_Economia","economia.xlsx","valor_agregado","tabla",110,15
"Área Metropolitana","05_Economia","economia.xlsx","va_actividades","tabla",110,17
"Área Metropolitana","05_Economia","economia.xlsx","energia_tecnologia","tabla",5,3
"Área Metropolitana","05_Economia","economia.xlsx","energia_centrales","tabla",14,11
"Área Metropolitana","05_Economia","economia.xlsx","energia_participacion","tabla",3,4
"Área Metropolitana","05_Economia","economia.xlsx","titulos_mineros","tabla",32,3
"Área Metropolitana","05_Economia","economia.xlsx","_fig_01","datos de figura",10,2
"Área Metropolitana","05_Economia","economia.xlsx","_fig_02","datos de figura",10,2
"Área Metropolitana","05_Economia","economia.xlsx","_fig_03","datos de figura",10,3
"Área Metropolitana","05_Economia","economia.xlsx","_fig_04","datos de figura",10,3
"Área Metropolitana","05_Economia","economia.xlsx","_fig_05","datos de figura",10,3
"Área Metropolitana","05_Economia","economia.xlsx","_fig_06","datos de figura",10,2
"Área Metropolitana","05_Economia","economia.xlsx","_fig_07","datos de figura",10,2
"Área Metropolitana","05_Economia","economia.xlsx","_fig_08","datos de figura",10,2
"Área Metropolitana","05_Economia","economia.xlsx","_fig_09","datos de figura",10,5
"Área Metropolitana","05_Economia","economia.xlsx","_fig_10","datos de figura",10,4
"Área Metropolitana","05_Economia","economia.xlsx","_fig_11","datos de figura",10,5
"Área Metropolitana","05_Economia","economia.xlsx","_fig_12","datos de figura",12,2
"Área Metropolitana","05_Economia","economia.xlsx","_fig_13","datos de figura",11,2
"Área Metropolitana","05_Economia","economia.xlsx","_fig_14","datos de figura",35,3
"Área Metropolitana","05_Economia","economia.xlsx","_fig_15","datos de figura",7,4
"Área Metropolitana","05_Economia","economia.xlsx","_mapa05_va_percapita","datos de figura",10,4
"Área Metropolitana","06_Desarrollo_Rural","desarrollo_rural.xlsx","inventario_pecuario","tabla",91,12
"Área Metropolitana","06_Desarrollo_Rural","desarrollo_rural.xlsx","participacion_municipal","tabla",70,7
"Área Metropolitana","06_Desarrollo_Rural","desarrollo_rural.xlsx","composicion_especies","tabla",70,11
"Área Metropolitana","06_Desarrollo_Rural","desarrollo_rural.xlsx","area_km2","tabla",11,5
"Área Metropolitana","06_Desarrollo_Rural","desarrollo_rural.xlsx","principales_cultivos","tabla",70,6
"Área Metropolitana","06_Desarrollo_Rural","desarrollo_rural.xlsx","composicion_agricola","tabla",77,12
"Área Metropolitana","06_Desarrollo_Rural","desarrollo_rural.xlsx","rendimiento","tabla",77,8
"Área Metropolitana","06_Desarrollo_Rural","desarrollo_rural.xlsx","_fig_01","datos de figura",10,4
"Área Metropolitana","06_Desarrollo_Rural","desarrollo_rural.xlsx","_fig_02","datos de figura",40,3
"Área Metropolitana","06_Desarrollo_Rural","desarrollo_rural.xlsx","_fig_03","datos de figura",20,4
"Área Metropolitana","06_Desarrollo_Rural","desarrollo_rural.xlsx","_fig_04","datos de figura",10,6
"Área Metropolitana","06_Desarrollo_Rural","desarrollo_rural.xlsx","_fig_05","datos de figura",10,5
"Área Metropolitana","07_Ambiental","ambiental.xlsx","detalle","tabla",24,8
"Área Metropolitana","07_Ambiental","ambiental.xlsx","irca","tabla",195,11
"Área Metropolitana","07_Ambiental","ambiental.xlsx","eventos_tipo","tabla",108,6
"Área Metropolitana","07_Ambiental","ambiental.xlsx","eventos_año","tabla",62,6
"Área Metropolitana","07_Ambiental","ambiental.xlsx","desastres_selectos","tabla",12,10
"Área Metropolitana","07_Ambiental","ambiental.xlsx","imrc","tabla",12,6
"Área Metropolitana","07_Ambiental","ambiental.xlsx","perdida_cobertura","tabla",13,5
"Área Metropolitana","07_Ambiental","ambiental.xlsx","_fig_01","datos de figura",7,3
"Área Metropolitana","07_Ambiental","ambiental.xlsx","_fig_02","datos de figura",10,4
"Área Metropolitana","07_Ambiental","ambiental.xlsx","_fig_03","datos de figura",18,3
"Área Metropolitana","07_Ambiental","ambiental.xlsx","_fig_04","datos de figura",10,2
"Área Metropolitana","07_Ambiental","ambiental.xlsx","_fig_05","datos de figura",24,2
