"provincia","seccion","archivo","hoja","tipo","filas","columnas"
"Agua, Bosques y Turismo","02_Demografia","demografia.xlsx","_fig_05","datos de figura",12,2
"Agua, Bosques y Turismo","02_Demografia","demografia.xlsx","_mapa02_densidad","datos de figura",12,4
"Agua, Bosques y Turismo","03_Ordenamiento","ordenamiento.xlsx","deficit_vivienda","tabla",15,6
"Agua, Bosques y Turismo","03_Ordenamiento","ordenamiento.xlsx","servicios_publicos","tabla",15,16
"Agua, Bosques y Turismo","03_Ordenamiento","ordenamiento.xlsx","vias_area","tabla",13,7
"Agua, Bosques y Turismo","03_Ordenamiento","ordenamiento.xlsx","vias_habitantes","tabla",13,7
"Agua, Bosques y Turismo","03_Ordenamiento","ordenamiento.xlsx","catastro","tabla",11,11
"Agua, Bosques y Turismo","03_Ordenamiento","ordenamiento.xlsx","imca","tabla",14,16
"Agua, Bosques y Turismo","03_Ordenamiento","ordenamiento.xlsx","gobierno_digital","tabla",14,16
"Agua, Bosques y Turismo","03_Ordenamiento","ordenamiento.xlsx","tti_edsup","tabla",13,5
"Agua, Bosques y Turismo","03_Ordenamiento","ordenamiento.xlsx","internet_2025","tabla",13,8
"Agua, Bosques y Turismo","03_Ordenamiento","ordenamiento.xlsx","uso_suelo_rural","tabla",12,5
"Agua, Bosques y Turismo","03_Ordenamiento","ordenamiento.xlsx","_fig_01","datos de figura",7,2
"Agua, Bosques y Turismo","03_Ordenamiento","ordenamiento.xlsx","_fig_02","datos de figura",10,2
"Agua, Bosques y Turismo","03_Ordenamiento","ordenamiento.xlsx","_fig_03","datos de figura",36,3
"Agua, Bosques y Turismo","03_Ordenamiento","ordenamiento.xlsx","_fig_04","datos de figura",36,3
"Agua, Bosques y Turismo","03_Ordenamiento","ordenamiento.xlsx","_fig_05","datos de figura",12,2
"Agua, Bosques y Turismo","03_Ordenamiento","ordenamiento.xlsx","_fig_06","datos de figura",12,2
"Agua, Bosques y Turismo","03_Ordenamiento","ordenamiento.xlsx","_fig_07","datos de figura",12,3
"Agua, Bosques y Turismo","03_Ordenamiento","ordenamiento.xlsx","_fig_08","datos de figura",22,3
"Agua, Bosques y Turismo","03_Ordenamiento","ordenamiento.xlsx","_fig_09","datos de figura",12,2
"Agua, Bosques y Turismo","03_Ordenamiento","ordenamiento.xlsx","_fig_10","datos de figura",12,2
"Agua, Bosques y Turismo","03_Ordenamiento","ordenamiento.xlsx","_fig_11","datos de figura",11,2
"Agua, Bosques y Turismo","03_Ordenamiento","ordenamiento.xlsx","_fig_12","datos de figura",12,2
"Agua, Bosques y Turismo","03_Ordenamiento","ordenamiento.xlsx","_fig_13","datos de figura",12,2
"Agua, Bosques y Turismo","03_Ordenamiento","ordenamiento.xlsx","_fig_14","datos de figura",12,2
"Agua, Bosques y Turismo","03_Ordenamiento","ordenamiento.xlsx","_mapa03_deficit_vivienda","datos de figura",12,4
"Agua, Bosques y Turismo","04_Gobernabilidad","gobernabilidad.xlsx","mdm","tabla",108,8
"Agua, Bosques y Turismo","04_Gobernabilidad","gobernabilidad.xlsx","idf","tabla",12,9
"Agua, Bosques y Turismo","04_Gobernabilidad","gobernabilidad.xlsx","ley617","tabla",132,9
"Agua, Bosques y Turismo","04_Gobernabilidad","gobernabilidad.xlsx","icm","tabla",225,12
"Agua, Bosques y Turismo","04_Gobernabilidad","gobernabilidad.xlsx","_fig_01","datos de figura",12,4
"Agua, Bosques y Turismo","04_Gobernabilidad","gobernabilidad.xlsx","_fig_02","datos de figura",12,5
"Agua, Bosques y Turismo","04_Gobernabilidad","gobernabilidad.xlsx","_fig_03","datos de figura",12,5
"Agua, Bosques y Turismo","04_Gobernabilidad","gobernabilidad.xlsx","_fig_04","datos de figura",12,8
"Agua, Bosques y Turismo","04_Gobernabilidad","gobernabilidad.xlsx","_fig_05","datos de figura",18,3
"Agua, Bosques y Turismo","05_Economia","economia.xlsx","extranjeros_municipio","tabla",164,7
"Agua, Bosques y Turismo","05_Economia","economia.xlsx","comparativo_pap_antioquia","tabla",12,5
"Agua, Bosques y Turismo","05_Economia","economia.xlsx","ecv_pobreza","tabla",15,10
"Agua, Bosques y Turismo","05_Economia","economia.xlsx","ecv_ipm","tabla",15,8
"Agua, Bosques y Turismo","05_Economia","economia.xlsx","ecv_gini","tabla",15,16
"Agua, Bosques y Turismo","05_Economia","economia.xlsx","ecv_ocupacion_informal","tabla",15,16
"Agua, Bosques y Turismo","05_Economia","economia.xlsx","ecv_desocupacion_nini","tabla",15,10
"Agua, Bosques y Turismo","05_Economia","economia.xlsx","turismo_instrumentos","tabla",12,8
"Agua, Bosques y Turismo","05_Economia","economia.xlsx","dependencia_economica","tabla",15,5
"Agua, Bosques y Turismo","05_Economia","economia.xlsx","densidad_empresarial","tabla",13,5
"Agua, Bosques y Turismo","05_Economia","economia.xlsx","valor_agregado","tabla",130,15
"Agua, Bosques y Turismo","05_Economia","economia.xlsx","va_actividades","tabla",130,17
"Agua, Bosques y Turismo","05_Economia","economia.xlsx","energia_tecnologia","tabla",5,3
"Agua, Bosques y Turismo","05_Economia","economia.xlsx","energia_centrales","tabla",13,11
"Agua, Bosques y Turismo","05_Economia","economia.xlsx","energia_participacion","tabla",3,4
"Agua, Bosques y Turismo","05_Economia","economia.xlsx","titulos_mineros","tabla",38,3
"Agua, Bosques y Turismo","05_Economia","economia.xlsx","_fig_01","datos de figura",12,2
"Agua, Bosques y Turismo","05_Economia","economia.xlsx","_fig_02","datos de figura",12,2
"Agua, Bosques y Turismo","05_Economia","economia.xlsx","_fig_03","datos de figura",12,3
"Agua, Bosques y Turismo","05_Economia","economia.xlsx","_fig_04","datos de figura",12,3
"Agua, Bosques y Turismo","05_Economia","economia.xlsx","_fig_05","datos de figura",12,3
"Agua, Bosques y Turismo","05_Economia","economia.xlsx","_fig_06","datos de figura",12,2
"Agua, Bosques y Turismo","05_Economia","economia.xlsx","_fig_07","datos de figura",12,2
"Agua, Bosques y Turismo","05_Economia","economia.xlsx","_fig_08","datos de figura",12,2
"Agua, Bosques y Turismo","05_Economia","economia.xlsx","_fig_09","datos de figura",12,5
"Agua, Bosques y Turismo","05_Economia","economia.xlsx","_fig_10","datos de figura",12,4
"Agua, Bosques y Turismo","05_Economia","economia.xlsx","_fig_11","datos de figura",12,5
"Agua, Bosques y Turismo","05_Economia","economia.xlsx","_fig_12","datos de figura",12,2
"Agua, Bosques y Turismo","05_Economia","economia.xlsx","_fig_13","datos de figura",11,2
"Agua, Bosques y Turismo","05_Economia","economia.xlsx","_fig_14","datos de figura",35,3
"Agua, Bosques y Turismo","05_Economia","economia.xlsx","_fig_15","datos de figura",7,4
"Agua, Bosques y Turismo","05_Economia","economia.xlsx","_mapa05_va_percapita","datos de figura",12,4
"Agua, Bosques y Turismo","06_Desarrollo_Rural","desarrollo_rural.xlsx","inventario_pecuario","tabla",105,12
"Agua, Bosques y Turismo","06_Desarrollo_Rural","desarrollo_rural.xlsx","participacion_municipal","tabla",84,7
"Agua, Bosques y Turismo","06_Desarrollo_Rural","desarrollo_rural.xlsx","composicion_especies","tabla",84,11
"Agua, Bosques y Turismo","06_Desarrollo_Rural","desarrollo_rural.xlsx","area_km2","tabla",13,5
"Agua, Bosques y Turismo","06_Desarrollo_Rural","desarrollo_rural.xlsx","principales_cultivos","tabla",84,6
"Agua, Bosques y Turismo","06_Desarrollo_Rural","desarrollo_rural.xlsx","composicion_agricola","tabla",91,12
"Agua, Bosques y Turismo","06_Desarrollo_Rural","desarrollo_rural.xlsx","rendimiento","tabla",91,8
"Agua, Bosques y Turismo","06_Desarrollo_Rural","desarrollo_rural.xlsx","_fig_01","datos de figura",12,4
"Agua, Bosques y Turismo","06_Desarrollo_Rural","desarrollo_rural.xlsx","_fig_02","datos de figura",48,3
"Agua, Bosques y Turismo","06_Desarrollo_Rural","desarrollo_rural.xlsx","_fig_03","datos de figura",24,4
"Agua, Bosques y Turismo","06_Desarrollo_Rural","desarrollo_rural.xlsx","_fig_04","datos de figura",12,6
"Agua, Bosques y Turismo","06_Desarrollo_Rural","desarrollo_rural.xlsx","_fig_05","datos de figura",12,5
"Agua, Bosques y Turismo","07_Ambiental","ambiental.xlsx","detalle","tabla",66,8
"Agua, Bosques y Turismo","07_Ambiental","ambiental.xlsx","irca","tabla",234,11
"Agua, Bosques y Turismo","07_Ambiental","ambiental.xlsx","eventos_tipo","tabla",102,6
"Agua, Bosques y Turismo","07_Ambiental","ambiental.xlsx","eventos_año","tabla",64,6
"Agua, Bosques y Turismo","07_Ambiental","ambiental.xlsx","desastres_selectos","tabla",14,10
"Agua, Bosques y Turismo","07_Ambiental","ambiental.xlsx","imrc","tabla",14,6
"Agua, Bosques y Turismo","07_Ambiental","ambiental.xlsx","perdida_cobertura","tabla",15,5
"Agua, Bosques y Turismo","07_Ambiental","ambiental.xlsx","_fig_01","datos de figura",12,3
"Agua, Bosques y Turismo","07_Ambiental","ambiental.xlsx","_fig_02","datos de figura",12,4
"Agua, Bosques y Turismo","07_Ambiental","ambiental.xlsx","_fig_03","datos de figura",18,3
"Agua, Bosques y Turismo","07_Ambiental","ambiental.xlsx","_fig_04","datos de figura",12,2
"Agua, Bosques y Turismo","07_Ambiental","ambiental.xlsx","_fig_05","datos de figura",19,2
"Agua, Bosques y Turismo","07_Ambiental","ambiental.xlsx","_fig_06","datos de figura",6,2
"Agua, Bosques y Turismo","07_Ambiental","ambiental.xlsx","_fig_07","datos de figura",12,3
"Agua, Bosques y Turismo","07_Ambiental","ambiental.xlsx","_mapa07_perdida_cobertura","datos de figura",12,3
"Agua, Bosques y Turismo","08_Educacion","educacion.xlsx","educacion","tabla",210,8
"Agua, Bosques y Turismo","08_Educacion","educacion.xlsx","_fig_01","datos de figura",12,3
"Agua, Bosques y Turismo","08_Educacion","educacion.xlsx","_fig_02","datos de figura",12,3
"Agua, Bosques y Turismo","08_Educacion","educacion.xlsx","_fig_03","datos de figura",12,3
"Agua, Bosques y Turismo","08_Educacion","educacion.xlsx","_mapa08_cobertura_neta","datos de figura",12,4
"Agua, Bosques y Turismo","09_Salud","salud.xlsx","bajo_peso","tabla",15,5
"Agua, Bosques y Turismo","09_Salud","salud.xlsx","enfermedades_tropicales","tabla",13,7
"Agua, Bosques y Turismo","09_Salud","salud.xlsx","suicidios","tabla",15,6
"Agua, Bosques y Turismo","09_Salud","salud.xlsx","aseguramiento_sgsss","tabla",13,10
"Agua, Bosques y Turismo","09_Salud","salud.xlsx","mortalidad_infantil","tabla",75,6
"Agua, Bosques y Turismo","09_Salud","salud.xlsx","_fig_01","datos de figura",12,4
"Agua, Bosques y Turismo","09_Salud","salud.xlsx","_fig_02","datos de figura",12,2
"Agua, Bosques y Turismo","09_Salud","salud.xlsx","_fig_03","datos de figura",12,4
"Agua, Bosques y Turismo","09_Salud","salud.xlsx","_fig_04","datos de figura",12,3
"Agua, Bosques y Turismo","09_Salud","salud.xlsx","_mapa09_mortalidad_infantil","datos de figura",12,4
"Agua, Bosques y Turismo","10_Seguridad","seguridad.xlsx","coca","tabla",4,7
"Agua, Bosques y Turismo","10_Seguridad","seguridad.xlsx","evoa","tabla",9,9
"Agua, Bosques y Turismo","10_Seguridad","seguridad.xlsx","delitos","tabla",15,7
"Agua, Bosques y Turismo","10_Seguridad","seguridad.xlsx","total_victimas","tabla",13,9
"Agua, Bosques y Turismo","10_Seguridad","seguridad.xlsx","proporcion_hechos","tabla",17,3
"Agua, Bosques y Turismo","10_Seguridad","seguridad.xlsx","srtdaf","tabla",15,7
"Agua, Bosques y Turismo","10_Seguridad","seguridad.xlsx","tasas","tabla",15,7
"Agua, Bosques y Turismo","10_Seguridad","seguridad.xlsx","P1A_barrio","tabla",8,7
"Agua, Bosques y Turismo","10_Seguridad","seguridad.xlsx","P2_cambio_barrio","tabla",8,7
"Agua, Bosques y Turismo","10_Seguridad","seguridad.xlsx","P4A_municipio","tabla",8,7
"Agua, Bosques y Turismo","10_Seguridad","seguridad.xlsx","P6_cambio_municipio","tabla",8,7
"Agua, Bosques y Turismo","10_Seguridad","seguridad.xlsx","irv","tabla",12,6
"Agua, Bosques y Turismo","10_Seguridad","seguridad.xlsx","desaparecidos","tabla",13,6
"Agua, Bosques y Turismo","10_Seguridad","seguridad.xlsx","_fig_01","datos de figura",16,4
"Agua, Bosques y Turismo","10_Seguridad","seguridad.xlsx","_fig_02","datos de figura",12,4
"Agua, Bosques y Turismo","10_Seguridad","seguridad.xlsx","_fig_03","datos de figura",12,3
"Agua, Bosques y Turismo","10_Seguridad","seguridad.xlsx","_fig_04","datos de figura",12,2
"Agua, Bosques y Turismo","10_Seguridad","seguridad.xlsx","_fig_05","datos de figura",16,3
"Agua, Bosques y Turismo","10_Seguridad","seguridad.xlsx","_mapa10_homicidios","datos de figura",12,3
"Agua, Bosques y Turismo","10_Seguridad","seguridad.xlsx","_mapa10_homicidios_dpto","datos de figura",88,3
"Cartama","01_Generalidades","distribucion_territorial.xlsx","distribucion_territorial","tabla",14,6
"Cartama","01_Generalidades","distribucion_territorial.xlsx","_fig_01","datos de figura",11,3
"Cartama","01_Generalidades","distribucion_territorial.xlsx","_mapa00_localizacion","datos de figura",11,4
"Cartama","01_Generalidades","distribucion_territorial.xlsx","_mapa01_area","datos de figura",11,3
"Cartama","02_Demografia","demografia.xlsx","poblacion","tabla",14,13
"Cartama","02_Demografia","demografia.xlsx","estructura_edad","tabla",12,33
"Cartama","02_Demografia","demografia.xlsx","natalidad_mortalidad","tabla",14,7
"Cartama","02_Demografia","demografia.xlsx","migracion","tabla",14,7
"Cartama","02_Demografia","demografia.xlsx","_fig_01","datos de figura",11,3
"Cartama","02_Demografia","demografia.xlsx","_fig_02","datos de figura",11,5
"Cartama","02_Demografia","demografia.xlsx","_fig_03","datos de figura",11,3
"Cartama","02_Demografia","demografia.xlsx","_fig_04","datos de figura",18,3
"Cartama","02_Demografia","demografia.xlsx","_fig_05","datos de figura",11,2
"Cartama","02_Demografia","demografia.xlsx","_mapa02_densidad","datos de figura",11,4
"Cartama","03_Ordenamiento","ordenamiento.xlsx","deficit_vivienda","tabla",14,6
"Cartama","03_Ordenamiento","ordenamiento.xlsx","servicios_publicos","tabla",14,16
"Cartama","03_Ordenamiento","ordenamiento.xlsx","vias_area","tabla",12,7
"Cartama","03_Ordenamiento","ordenamiento.xlsx","vias_habitantes","tabla",12,7
"Cartama","03_Ordenamiento","ordenamiento.xlsx","catastro","tabla",12,11
"Cartama","03_Ordenamiento","ordenamiento.xlsx","imca","tabla",13,16
"Cartama","03_Ordenamiento","ordenamiento.xlsx","gobierno_digital","tabla",13,16
"Cartama","03_Ordenamiento","ordenamiento.xlsx","tti_edsup","tabla",12,5
"Cartama","03_Ordenamiento","ordenamiento.xlsx","internet_2025","tabla",12,8
"Cartama","03_Ordenamiento","ordenamiento.xlsx","uso_suelo_rural","tabla",11,5
"Cartama","03_Ordenamiento","ordenamiento.xlsx","_fig_01","datos de figura",5,2
"Cartama","03_Ordenamiento","ordenamiento.xlsx","_fig_02","datos de figura",11,2
"Cartama","03_Ordenamiento","ordenamiento.xlsx","_fig_03","datos de figura",33,3
"Cartama","03_Ordenamiento","ordenamiento.xlsx","_fig_04","datos de figura",33,3
"Cartama","03_Ordenamiento","ordenamiento.xlsx","_fig_05","datos de figura",11,2
"Cartama","03_Ordenamiento","ordenamiento.xlsx","_fig_06","datos de figura",11,2
"Cartama","03_Ordenamiento","ordenamiento.xlsx","_fig_07","datos de figura",12,3
"Cartama","03_Ordenamiento","ordenamiento.xlsx","_fig_08","datos de figura",22,3
"Cartama","03_Ordenamiento","ordenamiento.xlsx","_fig_09","datos de figura",11,2
"Cartama","03_Ordenamiento","ordenamiento.xlsx","_fig_10","datos de figura",11,2
"Cartama","03_Ordenamiento","ordenamiento.xlsx","_fig_11","datos de figura",10,2
"Cartama","03_Ordenamiento","ordenamiento.xlsx","_fig_12","datos de figura",11,2
"Cartama","03_Ordenamiento","ordenamiento.xlsx","_fig_13","datos de figura",11,2
"Cartama","03_Ordenamiento","ordenamiento.xlsx","_fig_14","datos de figura",11,2
"Cartama","03_Ordenamiento","ordenamiento.xlsx","_mapa03_deficit_vivienda","datos de figura",11,4
"Cartama","04_Gobernabilidad","gobernabilidad.xlsx","mdm","tabla",99,8
"Cartama","04_Gobernabilidad","gobernabilidad.xlsx","idf","tabla",11,9
"Cartama","04_Gobernabilidad","gobernabilidad.xlsx","ley617","tabla",121,9
"Cartama","04_Gobernabilidad","gobernabilidad.xlsx","icm","tabla",210,12
"Cartama","04_Gobernabilidad","gobernabilidad.xlsx","_fig_01","datos de figura",11,4
"Cartama","04_Gobernabilidad","gobernabilidad.xlsx","_fig_02","datos de figura",11,5
"Cartama","04_Gobernabilidad","gobernabilidad.xlsx","_fig_03","datos de figura",10,5
"Cartama","04_Gobernabilidad","gobernabilidad.xlsx","_fig_04","datos de figura",11,8
"Cartama","04_Gobernabilidad","gobernabilidad.xlsx","_fig_05","datos de figura",18,3
"Cartama","05_Economia","economia.xlsx","extranjeros_municipio","tabla",156,7
"Cartama","05_Economia","economia.xlsx","comparativo_pap_antioquia","tabla",12,5
"Cartama","05_Economia","economia.xlsx","ecv_pobreza","tabla",14,10
"Cartama","05_Economia","economia.xlsx","ecv_ipm","tabla",14,8
"Cartama","05_Economia","economia.xlsx","ecv_gini","tabla",14,16
"Cartama","05_Economia","economia.xlsx","ecv_ocupacion_informal","tabla",14,16
"Cartama","05_Economia","economia.xlsx","ecv_desocupacion_nini","tabla",14,10
"Cartama","05_Economia","economia.xlsx","turismo_instrumentos","tabla",11,8
"Cartama","05_Economia","economia.xlsx","dependencia_economica","tabla",14,5
"Cartama","05_Economia","economia.xlsx","densidad_empresarial","tabla",12,5
"Cartama","05_Economia","economia.xlsx","valor_agregado","tabla",120,15
"Cartama","05_Economia","economia.xlsx","va_actividades","tabla",120,17
"Cartama","05_Economia","economia.xlsx","energia_tecnologia","tabla",5,3
"Cartama","05_Economia","economia.xlsx","energia_centrales","tabla",6,11
"Cartama","05_Economia","economia.xlsx","energia_participacion","tabla",3,4
"Cartama","05_Economia","economia.xlsx","titulos_mineros","tabla",35,3
"Cartama","05_Economia","economia.xlsx","_fig_01","datos de figura",11,2
"Cartama","05_Economia","economia.xlsx","_fig_02","datos de figura",11,2
"Cartama","05_Economia","economia.xlsx","_fig_03","datos de figura",11,3
"Cartama","05_Economia","economia.xlsx","_fig_04","datos de figura",11,3
"Cartama","05_Economia","economia.xlsx","_fig_05","datos de figura",11,3
"Cartama","05_Economia","economia.xlsx","_fig_06","datos de figura",11,2
"Cartama","05_Economia","economia.xlsx","_fig_07","datos de figura",11,2
"Cartama","05_Economia","economia.xlsx","_fig_08","datos de figura",11,2
"Cartama","05_Economia","economia.xlsx","_fig_09","datos de figura",11,5
"Cartama","05_Economia","economia.xlsx","_fig_10","datos de figura",11,4
"Cartama","05_Economia","economia.xlsx","_fig_11","datos de figura",11,5
"Cartama","05_Economia","economia.xlsx","_fig_12","datos de figura",12,2
"Cartama","05_Economia","economia.xlsx","_fig_13","datos de figura",11,2
"Cartama","05_Economia","economia.xlsx","_fig_14","datos de figura",35,3
"Cartama","05_Economia","economia.xlsx","_fig_15","datos de figura",7,4
"Cartama","05_Economia","economia.xlsx","_mapa05_va_percapita","datos de figura",11,4
"Cartama","06_Desarrollo_Rural","desarrollo_rural.xlsx","inventario_pecuario","tabla",98,12
"Cartama","06_Desarrollo_Rural","desarrollo_rural.xlsx","participacion_municipal","tabla",77,7
"Cartama","06_Desarrollo_Rural","desarrollo_rural.xlsx","composicion_especies","tabla",77,11
"Cartama","06_Desarrollo_Rural","desarrollo_rural.xlsx","area_km2","tabla",12,5
"Cartama","06_Desarrollo_Rural","desarrollo_rural.xlsx","principales_cultivos","tabla",77,6
"Cartama","06_Desarrollo_Rural","desarrollo_rural.xlsx","composicion_agricola","tabla",84,12
"Cartama","06_Desarrollo_Rural","desarrollo_rural.xlsx","rendimiento","tabla",84,8
"Cartama","06_Desarrollo_Rural","desarrollo_rural.xlsx","_fig_01","datos de figura",11,4
"Cartama","06_Desarrollo_Rural","desarrollo_rural.xlsx","_fig_02","datos de figura",44,3
"Cartama","06_Desarrollo_Rural","desarrollo_rural.xlsx","_fig_03","datos de figura",22,4
"Cartama","06_Desarrollo_Rural","desarrollo_rural.xlsx","_fig_04","datos de figura",11,6
"Cartama","06_Desarrollo_Rural","desarrollo_rural.xlsx","_fig_05","datos de figura",11,5
"Cartama","07_Ambiental","ambiental.xlsx","detalle","tabla",19,8
"Cartama","07_Ambiental","ambiental.xlsx","irca","tabla",216,11
"Cartama","07_Ambiental","ambiental.xlsx","eventos_tipo","tabla",85,6
"Cartama","07_Ambiental","ambiental.xlsx","eventos_año","tabla",60,6
"Cartama","07_Ambiental","ambiental.xlsx","desastres_selectos","tabla",13,10
"Cartama","07_Ambiental","ambiental.xlsx","imrc","tabla",13,6
"Cartama","07_Ambiental","ambiental.xlsx","perdida_cobertura","tabla",14,5
"Cartama","07_Ambiental","ambiental.xlsx","_fig_01","datos de figura",9,3
"Cartama","07_Ambiental","ambiental.xlsx","_fig_02","datos de figura",11,4
"Cartama","07_Ambiental","ambiental.xlsx","_fig_03","datos de figura",18,3
"Cartama","07_Ambiental","ambiental.xlsx","_fig_04","datos de figura",11,2
"Cartama","07_Ambiental","ambiental.xlsx","_fig_05","datos de figura",16,2
"Cartama","07_Ambiental","ambiental.xlsx","_fig_06","datos de figura",6,2
"Cartama","07_Ambiental","ambiental.xlsx","_fig_07","datos de figura",11,3
"Cartama","07_Ambiental","ambiental.xlsx","_mapa07_perdida_cobertura","datos de figura",11,3
"Cartama","08_Educacion","educacion.xlsx","educacion","tabla",196,8
"Cartama","08_Educacion","educacion.xlsx","_fig_01","datos de figura",11,3
"Cartama","08_Educacion","educacion.xlsx","_fig_02","datos de figura",11,3
"Cartama","08_Educacion","educacion.xlsx","_fig_03","datos de figura",11,3
"Cartama","08_Educacion","educacion.xlsx","_mapa08_cobertura_neta","datos de figura",11,4
"Cartama","09_Salud","salud.xlsx","bajo_peso","tabla",14,5
"Cartama","09_Salud","salud.xlsx","enfermedades_tropicales","tabla",12,7
"Cartama","09_Salud","salud.xlsx","suicidios","tabla",14,6
"Cartama","09_Salud","salud.xlsx","aseguramiento_sgsss","tabla",12,10
"Cartama","09_Salud","salud.xlsx","mortalidad_infantil","tabla",70,6
"Cartama","09_Salud","salud.xlsx","_fig_01","datos de figura",11,4
"Cartama","09_Salud","salud.xlsx","_fig_02","datos de figura",11,2
"Cartama","09_Salud","salud.xlsx","_fig_03","datos de figura",11,4
"Cartama","09_Salud","salud.xlsx","_fig_04","datos de figura",11,3
"Cartama","09_Salud","salud.xlsx","_mapa09_mortalidad_infantil","datos de figura",11,4
"Cartama","10_Seguridad","seguridad.xlsx","coca","tabla",1,7
"Cartama","10_Seguridad","seguridad.xlsx","evoa","tabla",8,9
"Cartama","10_Seguridad","seguridad.xlsx","delitos","tabla",14,7
"Cartama","10_Seguridad","seguridad.xlsx","total_victimas","tabla",12,9
"Cartama","10_Seguridad","seguridad.xlsx","proporcion_hechos","tabla",17,3
"Cartama","10_Seguridad","seguridad.xlsx","srtdaf","tabla",14,7
"Cartama","10_Seguridad","seguridad.xlsx","tasas","tabla",14,7
"Cartama","10_Seguridad","seguridad.xlsx","P1A_barrio","tabla",8,7
"Cartama","10_Seguridad","seguridad.xlsx","P2_cambio_barrio","tabla",8,7
"Cartama","10_Seguridad","seguridad.xlsx","P4A_municipio","tabla",8,7
"Cartama","10_Seguridad","seguridad.xlsx","P6_cambio_municipio","tabla",8,7
"Cartama","10_Seguridad","seguridad.xlsx","irv","tabla",11,6
"Cartama","10_Seguridad","seguridad.xlsx","desaparecidos","tabla",12,6
"Cartama","10_Seguridad","seguridad.xlsx","_fig_01","datos de figura",16,4
"Cartama","10_Seguridad","seguridad.xlsx","_fig_02","datos de figura",11,4
"Cartama","10_Seguridad","seguridad.xlsx","_fig_03","datos de figura",11,3
"Cartama","10_Seguridad","seguridad.xlsx","_fig_04","datos de figura",11,2
"Cartama","10_Seguridad","seguridad.xlsx","_fig_05","datos de figura",16,3
"Cartama","10_Seguridad","seguridad.xlsx","_mapa10_homicidios","datos de figura",11,3
"Cartama","10_Seguridad","seguridad.xlsx","_mapa10_homicidios_dpto","datos de figura",88,3
"De la Paz","01_Generalidades","distribucion_territorial.xlsx","distribucion_territorial","tabla",8,6
"De la Paz","01_Generalidades","distribucion_territorial.xlsx","_fig_01","datos de figura",5,3
"De la Paz","01_Generalidades","distribucion_territorial.xlsx","_mapa00_localizacion","datos de figura",5,4
"De la Paz","01_Generalidades","distribucion_territorial.xlsx","_mapa01_area","datos de figura",5,3
"De la Paz","02_Demografia","demografia.xlsx","poblacion","tabla",8,13
"De la Paz","02_Demografia","demografia.xlsx","estructura_edad","tabla",6,33
"De la Paz","02_Demografia","demografia.xlsx","natalidad_mortalidad","tabla",8,7
"De la Paz","02_Demografia","demografia.xlsx","migracion","tabla",8,7
"De la Paz","02_Demografia","demografia.xlsx","_fig_01","datos de figura",5,3
"De la Paz","02_Demografia","demografia.xlsx","_fig_02","datos de figura",5,5
"De la Paz","02_Demografia","demografia.xlsx","_fig_03","datos de figura",5,3
"De la Paz","02_Demografia","demografia.xlsx","_fig_04","datos de figura",18,3
"De la Paz","02_Demografia","demografia.xlsx","_fig_05","datos de figura",5,2
"De la Paz","02_Demografia","demografia.xlsx","_mapa02_densidad","datos de figura",5,4
"De la Paz","03_Ordenamiento","ordenamiento.xlsx","deficit_vivienda","tabla",8,6
"De la Paz","03_Ordenamiento","ordenamiento.xlsx","servicios_publicos","tabla",8,16
"De la Paz","03_Ordenamiento","ordenamiento.xlsx","vias_area","tabla",6,7
"De la Paz","03_Ordenamiento","ordenamiento.xlsx","vias_habitantes","tabla",6,7
"De la Paz","03_Ordenamiento","ordenamiento.xlsx","catastro","tabla",6,11
"De la Paz","03_Ordenamiento","ordenamiento.xlsx","imca","tabla",7,16
"De la Paz","03_Ordenamiento","ordenamiento.xlsx","gobierno_digital","tabla",7,16
"De la Paz","03_Ordenamiento","ordenamiento.xlsx","tti_edsup","tabla",6,5
"De la Paz","03_Ordenamiento","ordenamiento.xlsx","internet_2025","tabla",6,8
"De la Paz","03_Ordenamiento","ordenamiento.xlsx","uso_suelo_rural","tabla",5,5
"De la Paz","03_Ordenamiento","ordenamiento.xlsx","_fig_01","datos de figura",4,2
"De la Paz","03_Ordenamiento","ordenamiento.xlsx","_fig_02","datos de figura",5,2
"De la Paz","03_Ordenamiento","ordenamiento.xlsx","_fig_03","datos de figura",15,3
"De la Paz","03_Ordenamiento","ordenamiento.xlsx","_fig_04","datos de figura",15,3
"De la Paz","03_Ordenamiento","ordenamiento.xlsx","_fig_05","datos de figura",5,2
"De la Paz","03_Ordenamiento","ordenamiento.xlsx","_fig_06","datos de figura",5,2
"De la Paz","03_Ordenamiento","ordenamiento.xlsx","_fig_07","datos de figura",12,3
"De la Paz","03_Ordenamiento","ordenamiento.xlsx","_fig_08","datos de figura",22,3
"De la Paz","03_Ordenamiento","ordenamiento.xlsx","_fig_09","datos de figura",5,2
"De la Paz","03_Ordenamiento","ordenamiento.xlsx","_fig_10","datos de figura",5,2
"De la Paz","03_Ordenamiento","ordenamiento.xlsx","_fig_11","datos de figura",9,2
"De la Paz","03_Ordenamiento","ordenamiento.xlsx","_fig_12","datos de figura",5,2
"De la Paz","03_Ordenamiento","ordenamiento.xlsx","_fig_13","datos de figura",5,2
"De la Paz","03_Ordenamiento","ordenamiento.xlsx","_fig_14","datos de figura",5,2
"De la Paz","03_Ordenamiento","ordenamiento.xlsx","_mapa03_deficit_vivienda","datos de figura",5,4
"De la Paz","04_Gobernabilidad","gobernabilidad.xlsx","mdm","tabla",45,8
