"provincia","seccion","hoja","bloque","ambito","fila","columna","valor","formula_que_lo_reproduce","agrupamiento","min_municipal","max_municipal","dentro_del_rango_municipal","suma_municipal"
"Agroindustrial del Occidente","05_Economia","valor_agregado","Año=2022","provincia","TOTAL PROVINCIA AGROINDUSTRIAL DEL OCCIDENTE","Proporción del VA municipal sobre total provincial",1,"suma","todas",0.0463433701231072,0.331176801842092,FALSE,0.999999999999999
"Agroindustrial del Occidente","05_Economia","valor_agregado","Año=2022","provincia","TOTAL PROVINCIA AGROINDUSTRIAL DEL OCCIDENTE","Proporción del VA municipal sobre total departamental",0.00685616337116485,"suma","todas",0.000317737716734383,0.00227060225816927,FALSE,0.00685616337116485
"Agroindustrial del Occidente","05_Economia","valor_agregado","Año=2022","provincia","TOTAL PROVINCIA AGROINDUSTRIAL DEL OCCIDENTE","Valor agregado per cápita (pesos constantes de 2015)",11204744.1446106,"OTRA",,8902605.94763429,14861477.9133861,TRUE,70772304.1476783
"Agroindustrial del Occidente","05_Economia","valor_agregado","Año=2023","provincia","TOTAL PROVINCIA AGROINDUSTRIAL DEL OCCIDENTE","Valor agregado total (miles de millones $ constantes de 2015)",909.894135919609,"suma","todas",34.2192781407181,298.333066078401,FALSE,909.894135919609
"Agroindustrial del Occidente","05_Economia","valor_agregado","Año=2023","provincia","TOTAL PROVINCIA AGROINDUSTRIAL DEL OCCIDENTE","VA actividades primarias (miles de millones $ constantes de 2015)",198.837752550818,"suma","todas",8.37521539254892,74.6511608278945,FALSE,198.837752550818
"Agroindustrial del Occidente","05_Economia","valor_agregado","Año=2023","provincia","TOTAL PROVINCIA AGROINDUSTRIAL DEL OCCIDENTE","VA actividades secundarias (miles de millones $ constantes de 2015)",47.82616792298,"suma","todas",1.8033259018584,13.2387832655388,FALSE,47.8261679229799
"Agroindustrial del Occidente","05_Economia","valor_agregado","Año=2023","provincia","TOTAL PROVINCIA AGROINDUSTRIAL DEL OCCIDENTE","VA actividades terciarias (miles de millones $ constantes de 2015)",578.367350924879,"suma","todas",18.4069438906243,176.553953904596,FALSE,578.367350924879
"Agroindustrial del Occidente","05_Economia","valor_agregado","Año=2023","provincia","TOTAL PROVINCIA AGROINDUSTRIAL DEL OCCIDENTE","Participación del VA - primarias",0.218528447103198,"OTRA",,0.122168418198903,0.363175362736648,TRUE,1.34251609998683
"Agroindustrial del Occidente","05_Economia","valor_agregado","Año=2023","provincia","TOTAL PROVINCIA AGROINDUSTRIAL DEL OCCIDENTE","Participación del VA - secundarias",0.0525623432825437,"OTRA",,0.0443758495816877,0.0659746293983245,TRUE,0.32130080019893
"Agroindustrial del Occidente","05_Economia","valor_agregado","Año=2023","provincia","TOTAL PROVINCIA AGROINDUSTRIAL DEL OCCIDENTE","Participación del VA - terciarias",0.635642464428388,"OTRA",,0.419229050994858,0.814600759090596,TRUE,3.77747865231885
"Agroindustrial del Occidente","05_Economia","valor_agregado","Año=2023","provincia","TOTAL PROVINCIA AGROINDUSTRIAL DEL OCCIDENTE","Proporción del VA municipal sobre total provincial",1,"suma","todas",0.0376079774446876,0.327876677408062,FALSE,1
"Agroindustrial del Occidente","05_Economia","valor_agregado","Año=2023","provincia","TOTAL PROVINCIA AGROINDUSTRIAL DEL OCCIDENTE","Proporción del VA municipal sobre total departamental",0.00690625234715549,"suma","todas",0.000259730182499144,0.00226439907292697,FALSE,0.00690625234715548
"Agroindustrial del Occidente","05_Economia","valor_agregado","Año=2023","provincia","TOTAL PROVINCIA AGROINDUSTRIAL DEL OCCIDENTE","Valor agregado per cápita (pesos constantes de 2015)",11232290.2455295,"OTRA",,7985401.08918426,15639127.2972517,TRUE,69111929.9622763
"Agroindustrial del Occidente","05_Economia","valor_agregado","Año=2024","provincia","TOTAL PROVINCIA AGROINDUSTRIAL DEL OCCIDENTE","Valor agregado total (miles de millones $ constantes de 2015)",936.093757424936,"suma","todas",35.2230624526629,307.129721325059,FALSE,936.093757424936
"Agroindustrial del Occidente","05_Economia","valor_agregado","Año=2024","provincia","TOTAL PROVINCIA AGROINDUSTRIAL DEL OCCIDENTE","VA actividades primarias (miles de millones $ constantes de 2015)",207.32115078926,"suma","todas",8.89115629285968,77.200757941037,FALSE,207.32115078926
"Agroindustrial del Occidente","05_Economia","valor_agregado","Año=2024","provincia","TOTAL PROVINCIA AGROINDUSTRIAL DEL OCCIDENTE","VA actividades secundarias (miles de millones $ constantes de 2015)",46.8632441832449,"suma","todas",1.74869837635926,12.9653238410655,FALSE,46.8632441832448
"Agroindustrial del Occidente","05_Economia","valor_agregado","Año=2024","provincia","TOTAL PROVINCIA AGROINDUSTRIAL DEL OCCIDENTE","VA actividades terciarias (miles de millones $ constantes de 2015)",588.064643248832,"suma","todas",18.5256415002637,180.27556495528,FALSE,588.064643248831
"Agroindustrial del Occidente","05_Economia","valor_agregado","Año=2024","provincia","TOTAL PROVINCIA AGROINDUSTRIAL DEL OCCIDENTE","Participación del VA - primarias",0.221474771244679,"OTRA",,0.126200180209899,0.372591377883093,TRUE,1.36887487325744
"Agroindustrial del Occidente","05_Economia","valor_agregado","Año=2024","provincia","TOTAL PROVINCIA AGROINDUSTRIAL DEL OCCIDENTE","Participación del VA - secundarias",0.0500625538964806,"OTRA",,0.0422144876931118,0.0634578009489466,TRUE,0.305724518847914
"Agroindustrial del Occidente","05_Economia","valor_agregado","Año=2024","provincia","TOTAL PROVINCIA AGROINDUSTRIAL DEL OCCIDENTE","Participación del VA - terciarias",0.628211264720444,"OTRA",,0.414469635212492,0.81088504461928,TRUE,3.73190389495894
"Agroindustrial del Occidente","05_Economia","valor_agregado","Año=2024","provincia","TOTAL PROVINCIA AGROINDUSTRIAL DEL OCCIDENTE","Proporción del VA municipal sobre total provincial",1,"suma","todas",0.0376277078799849,0.328097179250431,FALSE,1
"Agroindustrial del Occidente","05_Economia","valor_agregado","Año=2024","provincia","TOTAL PROVINCIA AGROINDUSTRIAL DEL OCCIDENTE","Proporción del VA municipal sobre total departamental",0.00696078107200427,"suma","todas",0.000261918236793905,0.00228381263510439,FALSE,0.00696078107200427
"Agroindustrial del Occidente","05_Economia","valor_agregado","Año=2024","provincia","TOTAL PROVINCIA AGROINDUSTRIAL DEL OCCIDENTE","Valor agregado per cápita (pesos constantes de 2015)",11466397.4794206,"OTRA",,8150486.10302446,15966600.7668159,TRUE,70584465.1913361
"Agroindustrial del Occidente","05_Economia","va_actividades","Año=2015","provincia","TOTAL PROVINCIA AGROINDUSTRIAL DEL OCCIDENTE","VA Agricultura, ganadería, caza, silvicultura y pesca",156.948264780739,"suma","todas",2.60097834355998,85.7623262524994,FALSE,156.948264780739
"Agroindustrial del Occidente","05_Economia","va_actividades","Año=2015","provincia","TOTAL PROVINCIA AGROINDUSTRIAL DEL OCCIDENTE","VA Explotación de minas y canteras",9.34735454030004,"suma","todas",0,6.89780316601003,FALSE,9.34735454030005
"Agroindustrial del Occidente","05_Economia","va_actividades","Año=2015","provincia","TOTAL PROVINCIA AGROINDUSTRIAL DEL OCCIDENTE","VA Industrias manufactureras",13.06893502569,"suma","todas",0.624824089070001,4.93589208684001,FALSE,13.06893502569
"Agroindustrial del Occidente","05_Economia","va_actividades","Año=2015","provincia","TOTAL PROVINCIA AGROINDUSTRIAL DEL OCCIDENTE","VA Construcción",48.49842682155,"suma","todas",1.09740085149,16.8438444293,FALSE,48.49842682155
"Agroindustrial del Occidente","05_Economia","va_actividades","Año=2015","provincia","TOTAL PROVINCIA AGROINDUSTRIAL DEL OCCIDENTE","VA Suministro de electricidad, gas y agua",35.6470344378498,"suma","todas",0.916069713649995,13.3280098717799,FALSE,35.6470344378497
"Agroindustrial del Occidente","05_Economia","va_actividades","Año=2015","provincia","TOTAL PROVINCIA AGROINDUSTRIAL DEL OCCIDENTE","VA Comercio, transporte y alojamiento",95.9466575587301,"suma","todas",1.82881225505,36.37616272112,FALSE,95.94665755873
"Agroindustrial del Occidente","05_Economia","va_actividades","Año=2015","provincia","TOTAL PROVINCIA AGROINDUSTRIAL DEL OCCIDENTE","VA Información y comunicaciones",22.5868965737702,"suma","todas",0.534154363970004,7.12592508219005,FALSE,22.5868965737702
"Agroindustrial del Occidente","05_Economia","va_actividades","Año=2015","provincia","TOTAL PROVINCIA AGROINDUSTRIAL DEL OCCIDENTE","VA Actividades financieras y de seguros",18.3920580619801,"suma","todas",0.345358753870002,6.20700439543004,FALSE,18.3920580619801
"Agroindustrial del Occidente","05_Economia","va_actividades","Año=2015","provincia","TOTAL PROVINCIA AGROINDUSTRIAL DEL OCCIDENTE","VA Actividades inmobiliarias",45.07988657632,"suma","todas",1.16530537616,13.75440652826,FALSE,45.07988657632
"Agroindustrial del Occidente","05_Economia","va_actividades","Año=2015","provincia","TOTAL PROVINCIA AGROINDUSTRIAL DEL OCCIDENTE","VA Actividades profesionales, científicas y técnicas",60.8913423591301,"suma","todas",2.03461386171,20.54160253404,FALSE,60.89134235913
"Agroindustrial del Occidente","05_Economia","va_actividades","Año=2015","provincia","TOTAL PROVINCIA AGROINDUSTRIAL DEL OCCIDENTE","VA Administración pública, educación y salud",120.43970202221,"suma","todas",5.93355135934001,32.8919580601001,FALSE,120.43970202221
"Agroindustrial del Occidente","05_Economia","va_actividades","Año=2015","provincia","TOTAL PROVINCIA AGROINDUSTRIAL DEL OCCIDENTE","VA Actividades artísticas y de entretenimiento",17.8377884896099,"suma","todas",0.443612910769998,6.09042020428997,FALSE,17.8377884896099
"Agroindustrial del Occidente","05_Economia","va_actividades","Año=2016","provincia","TOTAL PROVINCIA AGROINDUSTRIAL DEL OCCIDENTE","VA Agricultura, ganadería, caza, silvicultura y pesca",134.152206273554,"suma","todas",3.62903526679806,61.9332830446575,FALSE,134.152206273554
"Agroindustrial del Occidente","05_Economia","va_actividades","Año=2016","provincia","TOTAL PROVINCIA AGROINDUSTRIAL DEL OCCIDENTE","VA Explotación de minas y canteras",22.7310123453863,"suma","todas",0,16.3834982632624,FALSE,22.7310123453863
"Agroindustrial del Occidente","05_Economia","va_actividades","Año=2016","provincia","TOTAL PROVINCIA AGROINDUSTRIAL DEL OCCIDENTE","VA Industrias manufactureras",11.4040011746576,"suma","todas",0.758907926748353,4.08100761620658,FALSE,11.4040011746577
"Agroindustrial del Occidente","05_Economia","va_actividades","Año=2016","provincia","TOTAL PROVINCIA AGROINDUSTRIAL DEL OCCIDENTE","VA Construcción",46.3329726240238,"suma","todas",0.986551202517834,14.7175840957133,FALSE,46.3329726240239
"Agroindustrial del Occidente","05_Economia","va_actividades","Año=2016","provincia","TOTAL PROVINCIA AGROINDUSTRIAL DEL OCCIDENTE","VA Suministro de electricidad, gas y agua",27.2751175001709,"suma","todas",0.635995146624598,11.5698223319186,FALSE,27.275117500171
"Agroindustrial del Occidente","05_Economia","va_actividades","Año=2016","provincia","TOTAL PROVINCIA AGROINDUSTRIAL DEL OCCIDENTE","VA Comercio, transporte y alojamiento",93.1731136640178,"suma","todas",1.04532296215058,39.350537423593,FALSE,93.1731136640179
"Agroindustrial del Occidente","05_Economia","va_actividades","Año=2016","provincia","TOTAL PROVINCIA AGROINDUSTRIAL DEL OCCIDENTE","VA Información y comunicaciones",21.3902706118836,"suma","todas",0.3458792066314,7.42263651460448,FALSE,21.3902706118836
"Agroindustrial del Occidente","05_Economia","va_actividades","Año=2016","provincia","TOTAL PROVINCIA AGROINDUSTRIAL DEL OCCIDENTE","VA Actividades financieras y de seguros",18.7409639105181,"suma","todas",0.241611313099231,7.00968754708439,FALSE,18.7409639105181
"Agroindustrial del Occidente","05_Economia","va_actividades","Año=2016","provincia","TOTAL PROVINCIA AGROINDUSTRIAL DEL OCCIDENTE","VA Actividades inmobiliarias",41.5575983418181,"suma","todas",0.667397575956188,14.6796726718503,FALSE,41.5575983418181
"Agroindustrial del Occidente","05_Economia","va_actividades","Año=2016","provincia","TOTAL PROVINCIA AGROINDUSTRIAL DEL OCCIDENTE","VA Actividades profesionales, científicas y técnicas",54.2134710486324,"suma","todas",1.49222497353902,17.5648719323353,FALSE,54.2134710486324
"Agroindustrial del Occidente","05_Economia","va_actividades","Año=2016","provincia","TOTAL PROVINCIA AGROINDUSTRIAL DEL OCCIDENTE","VA Administración pública, educación y salud",145.875668081569,"suma","todas",7.53114223203427,40.6087873155053,FALSE,145.875668081569
"Agroindustrial del Occidente","05_Economia","va_actividades","Año=2016","provincia","TOTAL PROVINCIA AGROINDUSTRIAL DEL OCCIDENTE","VA Actividades artísticas y de entretenimiento",17.6537878606871,"suma","todas",0.278835728922063,6.43917508048724,FALSE,17.6537878606871
"Agroindustrial del Occidente","05_Economia","va_actividades","Año=2017","provincia","TOTAL PROVINCIA AGROINDUSTRIAL DEL OCCIDENTE","VA Agricultura, ganadería, caza, silvicultura y pesca",157.27030012418,"suma","todas",4.15549956764331,64.8340144443747,FALSE,157.27030012418
"Agroindustrial del Occidente","05_Economia","va_actividades","Año=2017","provincia","TOTAL PROVINCIA AGROINDUSTRIAL DEL OCCIDENTE","VA Explotación de minas y canteras",0.183963968407751,"suma","todas",0,0.108150673925239,FALSE,0.183963968407751
"Agroindustrial del Occidente","05_Economia","va_actividades","Año=2017","provincia","TOTAL PROVINCIA AGROINDUSTRIAL DEL OCCIDENTE","VA Industrias manufactureras",11.9636917427868,"suma","todas",0.587847402604111,4.36699274266624,FALSE,11.9636917427868
"Agroindustrial del Occidente","05_Economia","va_actividades","Año=2017","provincia","TOTAL PROVINCIA AGROINDUSTRIAL DEL OCCIDENTE","VA Construcción",51.9801378946683,"suma","todas",1.28483806563213,16.1574955349775,FALSE,51.9801378946683
"Agroindustrial del Occidente","05_Economia","va_actividades","Año=2017","provincia","TOTAL PROVINCIA AGROINDUSTRIAL DEL OCCIDENTE","VA Suministro de electricidad, gas y agua",34.9034783552572,"suma","todas",0.877063405399973,15.4401216621382,FALSE,34.9034783552573
"Agroindustrial del Occidente","05_Economia","va_actividades","Año=2017","provincia","TOTAL PROVINCIA AGROINDUSTRIAL DEL OCCIDENTE","VA Comercio, transporte y alojamiento",103.572266183796,"suma","todas",1.6450742595184,37.772298329907,FALSE,103.572266183796
"Agroindustrial del Occidente","05_Economia","va_actividades","Año=2017","provincia","TOTAL PROVINCIA AGROINDUSTRIAL DEL OCCIDENTE","VA Información y comunicaciones",23.420371274208,"suma","todas",0.480524769062562,6.90417568738446,FALSE,23.420371274208
"Agroindustrial del Occidente","05_Economia","va_actividades","Año=2017","provincia","TOTAL PROVINCIA AGROINDUSTRIAL DEL OCCIDENTE","VA Actividades financieras y de seguros",20.5196849606219,"suma","todas",0.317217958575607,6.78128290673584,FALSE,20.5196849606219
"Agroindustrial del Occidente","05_Economia","va_actividades","Año=2017","provincia","TOTAL PROVINCIA AGROINDUSTRIAL DEL OCCIDENTE","VA Actividades inmobiliarias",45.9385792237109,"suma","todas",0.970840141345822,14.2387036438753,FALSE,45.9385792237109
"Agroindustrial del Occidente","05_Economia","va_actividades","Año=2017","provincia","TOTAL PROVINCIA AGROINDUSTRIAL DEL OCCIDENTE","VA Actividades profesionales, científicas y técnicas",57.6981718147251,"suma","todas",1.62503705907187,18.7928895535839,FALSE,57.6981718147251
"Agroindustrial del Occidente","05_Economia","va_actividades","Año=2017","provincia","TOTAL PROVINCIA AGROINDUSTRIAL DEL OCCIDENTE","VA Administración pública, educación y salud",123.564851016816,"suma","todas",5.05637439600834,35.0147387927729,FALSE,123.564851016816
"Agroindustrial del Occidente","05_Economia","va_actividades","Año=2017","provincia","TOTAL PROVINCIA AGROINDUSTRIAL DEL OCCIDENTE","VA Actividades artísticas y de entretenimiento",19.4404825276865,"suma","todas",0.409315264535741,6.2147456265098,FALSE,19.4404825276865
"Agroindustrial del Occidente","05_Economia","va_actividades","Año=2018","provincia","TOTAL PROVINCIA AGROINDUSTRIAL DEL OCCIDENTE","VA Agricultura, ganadería, caza, silvicultura y pesca",136.677157108068,"suma","todas",6.19584508781117,53.8682770223919,FALSE,136.677157108068
"Agroindustrial del Occidente","05_Economia","va_actividades","Año=2018","provincia","TOTAL PROVINCIA AGROINDUSTRIAL DEL OCCIDENTE","VA Explotación de minas y canteras",5.9801850087144,"suma","todas",0,4.02118352925292,FALSE,5.98018500871441
"Agroindustrial del Occidente","05_Economia","va_actividades","Año=2018","provincia","TOTAL PROVINCIA AGROINDUSTRIAL DEL OCCIDENTE","VA Industrias manufactureras",6.23762233156717,"suma","todas",0.391932151987015,2.31026081944621,FALSE,6.23762233156717
"Agroindustrial del Occidente","05_Economia","va_actividades","Año=2018","provincia","TOTAL PROVINCIA AGROINDUSTRIAL DEL OCCIDENTE","VA Construcción",61.606280443274,"suma","todas",1.88334834879244,18.9194544086136,FALSE,61.606280443274
"Agroindustrial del Occidente","05_Economia","va_actividades","Año=2018","provincia","TOTAL PROVINCIA AGROINDUSTRIAL DEL OCCIDENTE","VA Suministro de electricidad, gas y agua",29.5260599167157,"suma","todas",0.83860256334236,13.0663654168414,FALSE,29.5260599167157
"Agroindustrial del Occidente","05_Economia","va_actividades","Año=2018","provincia","TOTAL PROVINCIA AGROINDUSTRIAL DEL OCCIDENTE","VA Comercio, transporte y alojamiento",97.7015410283104,"suma","todas",1.49499017080882,35.8369018023761,FALSE,97.7015410283105
"Agroindustrial del Occidente","05_Economia","va_actividades","Año=2018","provincia","TOTAL PROVINCIA AGROINDUSTRIAL DEL OCCIDENTE","VA Información y comunicaciones",28.5210324263722,"suma","todas",0.670602742160976,9.02127880020531,FALSE,28.5210324263722
"Agroindustrial del Occidente","05_Economia","va_actividades","Año=2018","provincia","TOTAL PROVINCIA AGROINDUSTRIAL DEL OCCIDENTE","VA Actividades financieras y de seguros",14.7734788852762,"suma","todas",0.205661719996824,5.10915169824309,FALSE,14.7734788852762
"Agroindustrial del Occidente","05_Economia","va_actividades","Año=2018","provincia","TOTAL PROVINCIA AGROINDUSTRIAL DEL OCCIDENTE","VA Actividades inmobiliarias",45.1122843822344,"suma","todas",1.06951972038856,14.4552749805836,FALSE,45.1122843822343
"Agroindustrial del Occidente","05_Economia","va_actividades","Año=2018","provincia","TOTAL PROVINCIA AGROINDUSTRIAL DEL OCCIDENTE","VA Actividades profesionales, científicas y técnicas",68.2892776994613,"suma","todas",2.19489181534786,21.7787287522346,FALSE,68.2892776994612
"Agroindustrial del Occidente","05_Economia","va_actividades","Año=2018","provincia","TOTAL PROVINCIA AGROINDUSTRIAL DEL OCCIDENTE","VA Administración pública, educación y salud",145.883459446756,"suma","todas",6.24584735976334,40.9411172121357,FALSE,145.883459446756
"Agroindustrial del Occidente","05_Economia","va_actividades","Año=2018","provincia","TOTAL PROVINCIA AGROINDUSTRIAL DEL OCCIDENTE","VA Actividades artísticas y de entretenimiento",18.9321752376278,"suma","todas",0.58213405433892,5.22909925547965,FALSE,18.9321752376278
"Agroindustrial del Occidente","05_Economia","va_actividades","Año=2019","provincia","TOTAL PROVINCIA AGROINDUSTRIAL DEL OCCIDENTE","VA Agricultura, ganadería, caza, silvicultura y pesca",158.377808080261,"suma","todas",6.75820057045043,59.5094415465117,FALSE,158.377808080261
"Agroindustrial del Occidente","05_Economia","va_actividades","Año=2019","provincia","TOTAL PROVINCIA AGROINDUSTRIAL DEL OCCIDENTE","VA Explotación de minas y canteras",18.9121012886077,"suma","todas",0,16.3293735132312,FALSE,18.9121012886077
"Agroindustrial del Occidente","05_Economia","va_actividades","Año=2019","provincia","TOTAL PROVINCIA AGROINDUSTRIAL DEL OCCIDENTE","VA Industrias manufactureras",7.3458195955848,"suma","todas",0.309879965156508,2.48941688766103,FALSE,7.34581959558479
"Agroindustrial del Occidente","05_Economia","va_actividades","Año=2019","provincia","TOTAL PROVINCIA AGROINDUSTRIAL DEL OCCIDENTE","VA Construcción",67.804513449193,"suma","todas",2.18133703205733,19.6415123000201,FALSE,67.804513449193
"Agroindustrial del Occidente","05_Economia","va_actividades","Año=2019","provincia","TOTAL PROVINCIA AGROINDUSTRIAL DEL OCCIDENTE","VA Suministro de electricidad, gas y agua",29.7238807427264,"suma","todas",0.870084085710511,12.1842011381754,FALSE,29.7238807427265
"Agroindustrial del Occidente","05_Economia","va_actividades","Año=2019","provincia","TOTAL PROVINCIA AGROINDUSTRIAL DEL OCCIDENTE","VA Comercio, transporte y alojamiento",109.159158185146,"suma","todas",1.65927103494445,39.7584722026324,FALSE,109.159158185146
"Agroindustrial del Occidente","05_Economia","va_actividades","Año=2019","provincia","TOTAL PROVINCIA AGROINDUSTRIAL DEL OCCIDENTE","VA Información y comunicaciones",23.4249691722499,"suma","todas",0.570616056386902,7.56979000454117,FALSE,23.4249691722499
"Agroindustrial del Occidente","05_Economia","va_actividades","Año=2019","provincia","TOTAL PROVINCIA AGROINDUSTRIAL DEL OCCIDENTE","VA Actividades financieras y de seguros",15.9378479913873,"suma","todas",0.239253440311907,5.36665445192314,FALSE,15.9378479913873
"Agroindustrial del Occidente","05_Economia","va_actividades","Año=2019","provincia","TOTAL PROVINCIA AGROINDUSTRIAL DEL OCCIDENTE","VA Actividades inmobiliarias",45.6827966163644,"suma","todas",1.1899586291306,14.5125845313865,FALSE,45.6827966163644
"Agroindustrial del Occidente","05_Economia","va_actividades","Año=2019","provincia","TOTAL PROVINCIA AGROINDUSTRIAL DEL OCCIDENTE","VA Actividades profesionales, científicas y técnicas",72.5410872519584,"suma","todas",2.40973218289963,22.9632570398479,FALSE,72.5410872519583
"Agroindustrial del Occidente","05_Economia","va_actividades","Año=2019","provincia","TOTAL PROVINCIA AGROINDUSTRIAL DEL OCCIDENTE","VA Administración pública, educación y salud",155.104056054733,"suma","todas",7.17500419788495,44.0571222890791,FALSE,155.104056054733
"Agroindustrial del Occidente","05_Economia","va_actividades","Año=2019","provincia","TOTAL PROVINCIA AGROINDUSTRIAL DEL OCCIDENTE","VA Actividades artísticas y de entretenimiento",20.8888374103288,"suma","todas",0.708112469467629,5.74720885680105,FALSE,20.8888374103288
"Agroindustrial del Occidente","05_Economia","va_actividades","Año=2020","provincia","TOTAL PROVINCIA AGROINDUSTRIAL DEL OCCIDENTE","VA Agricultura, ganadería, caza, silvicultura y pesca",172.393635200834,"suma","todas",8.08159094339052,50.960580859599,FALSE,172.393635200834
"Agroindustrial del Occidente","05_Economia","va_actividades","Año=2020","provincia","TOTAL PROVINCIA AGROINDUSTRIAL DEL OCCIDENTE","VA Explotación de minas y canteras",25.7264422750914,"suma","todas",0,15.7190139224128,FALSE,25.7264422750915
"Agroindustrial del Occidente","05_Economia","va_actividades","Año=2020","provincia","TOTAL PROVINCIA AGROINDUSTRIAL DEL OCCIDENTE","VA Industrias manufactureras",9.82728419128044,"suma","todas",0.327625993694576,3.51605181667596,FALSE,9.82728419128044
"Agroindustrial del Occidente","05_Economia","va_actividades","Año=2020","provincia","TOTAL PROVINCIA AGROINDUSTRIAL DEL OCCIDENTE","VA Construcción",42.400061269017,"suma","todas",1.44253703218736,13.4824219997288,FALSE,42.400061269017
"Agroindustrial del Occidente","05_Economia","va_actividades","Año=2020","provincia","TOTAL PROVINCIA AGROINDUSTRIAL DEL OCCIDENTE","VA Suministro de electricidad, gas y agua",31.1984647113428,"suma","todas",0.67908348502492,13.8152300030794,FALSE,31.1984647113428
"Agroindustrial del Occidente","05_Economia","va_actividades","Año=2020","provincia","TOTAL PROVINCIA AGROINDUSTRIAL DEL OCCIDENTE","VA Comercio, transporte y alojamiento",91.6107403509621,"suma","todas",1.23219075331079,32.3199078008556,FALSE,91.6107403509622
"Agroindustrial del Occidente","05_Economia","va_actividades","Año=2020","provincia","TOTAL PROVINCIA AGROINDUSTRIAL DEL OCCIDENTE","VA Información y comunicaciones",21.7920904441387,"suma","todas",0.51332956280652,7.02151087051522,FALSE,21.7920904441387
"Agroindustrial del Occidente","05_Economia","va_actividades","Año=2020","provincia","TOTAL PROVINCIA AGROINDUSTRIAL DEL OCCIDENTE","VA Actividades financieras y de seguros",18.5142067022997,"suma","todas",0.313352363210236,6.33619181893647,FALSE,18.5142067022997
"Agroindustrial del Occidente","05_Economia","va_actividades","Año=2020","provincia","TOTAL PROVINCIA AGROINDUSTRIAL DEL OCCIDENTE","VA Actividades inmobiliarias",44.3647035140526,"suma","todas",1.08062210475577,12.6415693053199,FALSE,44.3647035140526
"Agroindustrial del Occidente","05_Economia","va_actividades","Año=2020","provincia","TOTAL PROVINCIA AGROINDUSTRIAL DEL OCCIDENTE","VA Actividades profesionales, científicas y técnicas",72.7073029284267,"suma","todas",2.0979602211913,24.3581806648139,FALSE,72.7073029284268
"Agroindustrial del Occidente","05_Economia","va_actividades","Año=2020","provincia","TOTAL PROVINCIA AGROINDUSTRIAL DEL OCCIDENTE","VA Administración pública, educación y salud",158.09324133828,"suma","todas",5.84076010475617,45.0059867930153,FALSE,158.093241338279
"Agroindustrial del Occidente","05_Economia","va_actividades","Año=2020","provincia","TOTAL PROVINCIA AGROINDUSTRIAL DEL OCCIDENTE","VA Actividades artísticas y de entretenimiento",17.490922908951,"suma","todas",0.548199780268565,4.73109426277896,FALSE,17.490922908951
"Agroindustrial del Occidente","05_Economia","va_actividades","Año=2021","provincia","TOTAL PROVINCIA AGROINDUSTRIAL DEL OCCIDENTE","VA Agricultura, ganadería, caza, silvicultura y pesca",201.571441393937,"suma","todas",7.90354899239787,54.8156575902142,FALSE,201.571441393937
"Agroindustrial del Occidente","05_Economia","va_actividades","Año=2021","provincia","TOTAL PROVINCIA AGROINDUSTRIAL DEL OCCIDENTE","VA Explotación de minas y canteras",35.9403821401449,"suma","todas",0,25.1309833013796,FALSE,35.9403821401449
"Agroindustrial del Occidente","05_Economia","va_actividades","Año=2021","provincia","TOTAL PROVINCIA AGROINDUSTRIAL DEL OCCIDENTE","VA Industrias manufactureras",16.8899690231642,"suma","todas",0.923995331243297,6.68487494989206,FALSE,16.8899690231642
"Agroindustrial del Occidente","05_Economia","va_actividades","Año=2021","provincia","TOTAL PROVINCIA AGROINDUSTRIAL DEL OCCIDENTE","VA Construcción",46.0042486083119,"suma","todas",0.604466685933554,14.9414787923414,FALSE,46.0042486083119
"Agroindustrial del Occidente","05_Economia","va_actividades","Año=2021","provincia","TOTAL PROVINCIA AGROINDUSTRIAL DEL OCCIDENTE","VA Suministro de electricidad, gas y agua",15.0596773067023,"suma","todas",0.278817921269063,5.91784332762825,FALSE,15.0596773067023
"Agroindustrial del Occidente","05_Economia","va_actividades","Año=2021","provincia","TOTAL PROVINCIA AGROINDUSTRIAL DEL OCCIDENTE","VA Comercio, transporte y alojamiento",113.824454620574,"suma","todas",2.09466377902719,38.315722423733,FALSE,113.824454620574
"Agroindustrial del Occidente","05_Economia","va_actividades","Año=2021","provincia","TOTAL PROVINCIA AGROINDUSTRIAL DEL OCCIDENTE","VA Información y comunicaciones",19.6871531242517,"suma","todas",0.554153300267322,6.45816314065816,FALSE,19.6871531242517
"Agroindustrial del Occidente","05_Economia","va_actividades","Año=2021","provincia","TOTAL PROVINCIA AGROINDUSTRIAL DEL OCCIDENTE","VA Actividades financieras y de seguros",16.0557827007788,"suma","todas",0.324092982636067,5.66408059615735,FALSE,16.0557827007788
"Agroindustrial del Occidente","05_Economia","va_actividades","Año=2021","provincia","TOTAL PROVINCIA AGROINDUSTRIAL DEL OCCIDENTE","VA Actividades inmobiliarias",56.9125101238575,"suma","todas",1.95770774891863,15.8312056082952,FALSE,56.9125101238575
"Agroindustrial del Occidente","05_Economia","va_actividades","Año=2021","provincia","TOTAL PROVINCIA AGROINDUSTRIAL DEL OCCIDENTE","VA Actividades profesionales, científicas y técnicas",79.1275078695691,"suma","todas",2.46116255828504,23.7019772569277,FALSE,79.1275078695691
